name	F6F7_qtl	F6F7_h2
Otu729	0	0.077095881
Otu3440	0	0.077051951
Otu16198	0	0.077051521
Otu610	0.5	0.076923912
Otu9092	0	0.076921146
Otu7078	0	0.076763598
Otu2085	0	0.076708498
Otu9284	0	0.07666924
Otu15896	0	0.076619866
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Peptococcus	0	0.076427554
Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae	0	0.076407472
Otu7342	0	0.076402384
Otu135	0	0.076397847
Otu31565	0.5	0.07639744
Otu1031	0	0.076083688
Otu1296	0	0.075956939
Otu2879	0	0.075696598
Otu21346	0.5	0.075627984
Otu22984	0	0.075548323
Otu17764	0	0.075472457
Otu9531	0	0.075349488
Otu16019	0	0.075270592
Otu16241	0	0.075263213
Otu1533	0	0.075231955
Otu7239	2	0.075221686
Otu9547	0	0.0752124
Otu6150	0	0.075090025
Otu867	0	0.075070261
Otu1132	0	0.075066631
Otu513	0	0.074896127
Otu18438	0	0.074836111
Otu7764	0	0.074699201
Otu28559	0	0.074675483
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia.Blautia_obeum	0	0.074675483
Otu7590	0	0.074482284
Otu4741	0	0.074446443
Otu12021	0	0.074440976
Otu1542	0.5	0.074351752
Otu7540	0	0.074345207
Otu6993	0	0.074264894
Otu7216	0	0.074180816
Otu20219	0	0.074151531
Otu430	0	0.074095937
Otu129	0	0.074025272
Otu7001	0.5	0.073869752
Otu17083	0	0.073864395
Otu16233	0	0.073825238
Otu15921	0	0.073816405
Otu15764	0.5	0.073810177
Otu16025	0	0.073716545
Otu898	0	0.073560327
Bacteria.Verrucomicrobia.Opitutae.Cerasicoccales	0.5	0.073538129
Bacteria.Verrucomicrobia.Opitutae.Cerasicoccales.Cerasicoccaceae	0	0.073538129
Otu654	0	0.073532014
Otu8800	0	0.073506372
Otu206	0	0.073449619
Otu16242	0	0.073418952
Otu381	0	0.073343667
Otu10163	0	0.073337464
Otu10708	0	0.073058124
Otu24735	0	0.073027284
Otu8911	0	0.072912993
Otu22430	0	0.072697526
Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.Asteroleplasma.Asteroleplasma_anaerobium	0	0.072657675
Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.Asteroleplasma	0	0.072657675
Otu23588	0	0.072654207
Otu938	0	0.07242936
Otu13468	0	0.072410795
Otu16347	0	0.072358037
Bacteria.Firmicutes.Bacilli	0	0.072343648
Otu1195	0	0.072302558
Otu11737	0	0.07221037
Otu24793	0	0.072209883
Otu16200	0	0.072104243
Otu23523	0	0.072018349
Otu10494	0	0.071978915
Otu21544	0	0.071810548
Otu1027	0	0.071657758
Otu17568	0	0.071571331
Otu491	0	0.071538484
Otu1135	2.5	0.0713235
Otu9244	0	0.071290181
Otu17323	0	0.071277781
Otu29224	0	0.071083837
Otu855	0	0.070910139
Otu16232	0	0.070830068
Otu28562	0.5	0.070564628
Otu104	0.5	0.070499295
Otu10622	0	0.070451537
Otu7205	0.5	0.07034913
Otu17381	0	0.0703478
Otu581	0	0.070250572
Otu15724	0	0.070179693
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus.Coprococcus_eutactus	0	0.070179693
Otu7110	0	0.070098914
Otu16250	0	0.070055719
Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae	0	0.070048285
Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales	0	0.070048285
Bacteria.Actinobacteria.Coriobacteriia	0	0.070048285
Otu152	0	0.069975517
Otu7754	0	0.069957744
Otu11013	0	0.069955206
Otu613	0	0.069805667
Otu31300	0	0.069709196
Otu974	0	0.069707765
Otu6437	0	0.069682775
Otu26250	0	0.069646775
Otu15735	0	0.069635419
Otu28426	0	0.06945042
Otu21897	0	0.06943126
Otu7175	0	0.069403052
Otu14665	0	0.069372497
Otu15688	0.5	0.069339494
Otu16768	0	0.069211806
Otu7215	0.5	0.069053859
Otu976	0	0.069022072
Otu7176	0	0.068970552
Otu172	0	0.068889279
Otu28477	0.5	0.068886946
Otu1575	0	0.068855026
Otu9004	0	0.068844462
Otu15733	0	0.06876389
Otu31448	0	0.068702258
Otu11168	0	0.068680907
Otu783	0.5	0.068641095
Otu10819	0	0.068547268
Otu21465	0	0.068510865
Otu7105	0	0.068359734
Otu124	0	0.068316498
Otu1200	0	0.0682799
Otu866	0.5	0.068112643
Otu13160	0	0.068041012
Otu7647	0	0.068018595
Otu21924	0	0.0678072
Otu17510	0.5	0.067802241
Otu359	0	0.067800521
Otu9191	0	0.067776089
Otu11102	0	0.067749251
Otu29760	0	0.067736648
Otu16811	0	0.067521197
Otu9195	0	0.067338014
Otu1379	0	0.067281491
Otu17715	0	0.067256131
Otu4153	0	0.06721572
Otu6710	0	0.067190348
Otu27461	0	0.06718308
Otu15673	0.5	0.06701918
Otu1308	0	0.066998183
Otu114	0	0.066965113
Otu7759	0	0.066920049
Otu9217	0	0.066879566
Otu1304	0	0.066871793
Otu7576	0	0.066820294
Otu5881	0	0.06681176
Otu1416	0.5	0.06678693
Otu7373	0	0.066781912
Otu7235	0	0.066771031
Otu626	0.5	0.066770105
Otu24257	1	0.066749078
Otu8856	0	0.066713219
Otu8695	1	0.06653453
Otu28421	0	0.066522299
Otu14195	0.5	0.066489636
Otu9757	0	0.066275311
Otu16075	0	0.066244128
Otu7100	0	0.066227818
Otu7374	0	0.066112193
Otu1593	0	0.066109196
Otu15755	0	0.066058131
Otu24285	0	0.065952032
Otu13294	0	0.065945255
Otu462	0	0.065858359
Otu31033	0	0.065719511
Otu14046	0.5	0.065716635
Otu281	0	0.065712869
Otu15961	0	0.065705306
Otu7768	0	0.06570333
Otu21363	0.5	0.065564133
Otu9604	0	0.065502308
Otu1235	0	0.065446824
Otu13380	0	0.065402718
Otu5891	0	0.065274599
Otu1126	0	0.065273483
Otu9879	0	0.065267455
Otu7039	0.5	0.065213968
Bacteria.Firmicutes	0	0.065037607
Otu9564	0	0.065005286
Otu24290	0	0.064895042
Otu28892	0	0.064815244
Otu7454	0	0.064709719
Otu711	0	0.064682922
Otu929	0	0.064656404
Otu9116	0	0.06461817
Bacteria.Verrucomicrobia.Opitutae	0	0.064474427
Otu28668	0	0.064432032
Otu9652	0	0.064363811
Otu24331	0	0.064258066
Otu8098	0	0.06422228
Otu23572	0	0.064174112
Otu981	0	0.064108299
Otu10546	0	0.064054925
Otu7049	0	0.06403498
Otu6987	0	0.063954063
Otu1152	0.5	0.063926022
Otu17036	0	0.063860149
Otu174	0	0.06385559
Otu23631	0	0.063765284
Otu131	0	0.063725923
Otu24391	0	0.063669958
Otu15864	0.5	0.063665902
Otu3996	0	0.06364086
Otu28595	0	0.063631493
Otu29958	0	0.063582114
Otu8860	0	0.063537495
Otu329	0	0.06352798
Otu582	0	0.06343967
Bacteria.Fusobacteria.Fusobacteriia.Fusobacteriales.Fusobacteriaceae	0	0.063402106
Bacteria.Fusobacteria.Fusobacteriia.Fusobacteriales	0	0.063402106
Bacteria.Fusobacteria.Fusobacteriia	0	0.063402106
Bacteria.Fusobacteria	0	0.063402106
Otu22241	0	0.063318451
Otu21338	0	0.063313924
Otu16068	1	0.063250083
Otu17466	0	0.063201125
Otu22626	0	0.06319853
Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae	0	0.063160066
Otu1511	0	0.06310048
Otu1527	0	0.063063625
Otu14236	0	0.063052519
Otu10648	1	0.063030689
Otu8923	0	0.062995868
Otu16976	0	0.062886812
Otu4008	0	0.062863671
Otu10933	0.5	0.062803012
Otu27581	0	0.062773905
Otu8766	0	0.062765623
Otu15832	0	0.062731369
Otu7126	0	0.062674414
Otu17268	0	0.062638665
Otu10427	0	0.062548397
Otu15857	0	0.062455723
Otu785	0	0.062413864
Otu7076	0	0.062361138
Otu7883	0	0.062357038
Otu1276	0	0.062315346
Otu1242	0	0.062311442
Otu13125	0	0.062278741
Otu27900	0	0.06226679
Otu10116	0	0.062119464
Bacteria.Firmicutes.Clostridia.Clostridiales.Dehalobacteriaceae	0	0.062109731
Otu22317	0	0.062057432
Otu7404	0	0.062034909
Otu11599	0	0.061832975
Otu28711	0	0.061704725
Otu22512	0	0.0616281
Otu17428	0	0.061610285
Otu19666	0	0.061472251
Otu10843	0.5	0.061391236
Otu19743	0.5	0.061386399
Otu17023	0	0.061372557
Otu28526	0	0.061254413
Otu23104	0	0.061222585
Otu8257	0.5	0.061216715
Otu7399	0	0.06120291
Otu9793	0	0.061165399
Otu28926	0	0.06114622
Otu10643	0	0.061110834
Otu9514	0	0.061004529
Otu17884	0	0.060777364
Otu26244	0	0.06071703
Otu1109	0	0.060582125
Otu134	0	0.060550185
Otu7087	0	0.060543069
Otu17408	0	0.060507873
Otu24569	0	0.060439637
Otu17031	0	0.060389877
Bacteria.TM7	0.5	0.060349864
Otu21563	0	0.060173067
Otu9033	0	0.060169682
Otu24647	0	0.060041572
Otu554	0	0.059944414
Otu9671	0	0.059858863
Otu26308	0	0.059853462
Otu20963	0	0.059842461
Otu9928	0	0.05979208
Otu653	1	0.059790624
Otu484	0	0.059762091
Otu724	0	0.059684946
Otu9168	0	0.059614775
Otu16343	0	0.059549662
Otu30360	0	0.059527477
Otu1156	0	0.059481467
Otu8672	0	0.059453781
Otu8813	0	0.059436857
Otu17438	0	0.059400941
Otu21977	0	0.059265867
Otu7023	0	0.059258799
Otu1782	0	0.059128237
Otu518	0	0.059122483
Otu7245	0	0.059114098
Otu355	0	0.059036366
Otu22087	0	0.059012868
Otu10046	0	0.059007509
Otu21910	0	0.059003053
Otu775	0	0.058965092
Bacteria.Firmicutes.Clostridia.Clostridiales.Mogibacteriaceae	0	0.058962997
Otu23028	0	0.058959707
Otu14841	0	0.058765896
Otu7869	0	0.05871487
Otu12097	0	0.058680321
Otu7492	0	0.058654029
Otu8150	0	0.058591525
Otu9563	0	0.058570819
Otu19674	0	0.058539052
Otu26564	0	0.058470367
Otu17087	0	0.058297356
Otu7121	0	0.058261901
Otu30712	0	0.058182731
Otu7071	0	0.058162074
Otu8869	0	0.058128256
Otu4669	0	0.058092947
Otu17025	0	0.058076372
Otu15787	0	0.057915842
Otu7789	0	0.057854936
Otu25069	0	0.057695199
Otu15883	0.5	0.057684206
Otu464	0	0.057624436
Otu21912	0	0.057526867
Otu21012	0	0.057500488
Otu30919	0	0.057445226
Otu18553	0	0.057409554
Otu725	0	0.057400242
Otu7292	0	0.057362962
Otu21942	0	0.057349012
Otu15917	0	0.057333421
Otu697	0	0.057318398
Otu368	0	0.057308296
Otu8921	0	0.057204298
Otu710	0	0.05718309
Otu11000	0	0.057097427
Otu9289	0	0.057083079
Otu10640	0	0.056877357
Bacteria.Firmicutes.Clostridia.Clostridiales	0	0.056865796
Otu7609	0.5	0.056816322
Otu11094	0	0.056668579
Otu24393	0	0.056656096
Otu7024	0	0.056654669
Otu4713	0	0.05660772
Otu1516	0	0.056527651
Otu120	0	0.056509373
Otu800	0	0.056502945
Otu28474	0.5	0.056454553
Otu7204	0	0.05640074
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium_celatum	0.5	0.056390538
Otu706	0.5	0.056390175
Otu9743	0	0.056379803
Otu9336	0	0.056278285
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Paraprevotellaceae.Paraprevotella	0	0.056276621
Otu7075	0	0.056211081
Otu31196	0	0.056179306
Otu7461	0	0.056163701
Otu29929	0	0.05614436
Otu248	0	0.056091858
Bacteria.Firmicutes.Clostridia	0	0.056044452
Otu15783	0	0.055910465
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus	1	0.055849854
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae	0	0.055839872
Otu15712	0	0.055781523
Otu15689	0	0.055715256
Otu7802	0	0.055702018
Otu28641	0	0.055565746
Otu7170	0	0.055291207
Otu9280	0	0.055272462
Otu23887	0	0.055248971
Otu26881	0	0.055160381
Otu1338	0	0.055146481
Otu7508	0	0.055053336
Otu25029	0	0.055013425
Otu22120	0	0.054980438
Otu15789	0	0.054970446
Otu16884	0	0.054965734
Otu2613	0	0.054933349
Otu7507	0	0.054880924
Otu9176	1	0.054656125
Otu656	0	0.054539611
Otu17001	0	0.054464427
Otu28494	0	0.054301136
Otu10102	0	0.054270983
Otu11097	0	0.054180779
Otu21476	0	0.054170337
Otu913	0	0.054024731
Otu26356	0	0.053970115
Otu215	0	0.053917316
Otu8698	0	0.053907862
Otu24693	0	0.053855448
Otu16007	0	0.053796953
Otu26648	0	0.053668361
Otu8941	0	0.053635213
Otu9005	0.5	0.053609128
Otu25560	0	0.053510175
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae	0.5	0.053498052
Otu1261	0	0.053490073
Otu12204	0	0.053414392
Otu18319	0	0.053388809
Otu15922	0.5	0.053383734
Otu11536	0	0.053376358
Otu16384	0	0.053315992
Otu6982	0	0.053208751
Otu241	0	0.053195257
Otu879	0	0.053179126
Bacteria.Fibrobacteres.Fibrobacteria.Fibrobacterales.Fibrobacteraceae.Fibrobacter	0	0.053117084
Bacteria.Fibrobacteres.Fibrobacteria.Fibrobacterales.Fibrobacteraceae	0	0.053117084
Bacteria.Fibrobacteres.Fibrobacteria.Fibrobacterales	0	0.053117084
Bacteria.Fibrobacteres.Fibrobacteria	0	0.053117084
Bacteria.Fibrobacteres	0	0.053117084
Otu31314	0	0.053033859
Otu9788	0	0.053007265
Otu7283	0	0.053007227
Otu26615	0	0.052998511
Otu8832	0	0.0529964
Otu679	0	0.05296364
Otu7060	0	0.052942693
Otu7130	0	0.052816967
Otu30329	0	0.052722345
Otu7304	0	0.052603189
Otu1144	2	0.052594294
Otu16238	0	0.052563281
Otu7352	0	0.052496091
Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Verrucomicrobiaceae.Akkermansia	0	0.05248175
Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.Coprobacillus	0	0.052415407
Otu24730	0.5	0.052372696
Otu16423	0	0.052314095
Otu8718	0	0.052130681
Otu26299	0	0.052083125
Otu9613	0	0.052044161
Otu19675	0	0.0520106
Otu607	0	0.052007125
Otu16499	0	0.051934421
Otu638	0	0.051921431
Bacteria.Synergistetes.Synergistia.Synergistales.Synergistaceae	0	0.051895023
Otu369	0	0.051860349
Otu1347	0	0.051775186
Otu199	0	0.05169242
Otu12355	0	0.051596657
Otu15695	1	0.05158403
Otu28592	0	0.051572305
Otu16271	0	0.051539315
Otu19700	0	0.051499795
Otu1449	0	0.051332868
Otu26003	0	0.051300538
Otu920	0	0.051148007
Otu10678	0	0.051146881
Otu15729	0	0.051037344
Otu7030	0	0.051022863
Otu1325	0	0.051006457
Otu28509	0	0.050960059
Otu22014	0	0.050957757
Otu605	1	0.050924163
Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella	0	0.050819034
Otu9919	0	0.050703023
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Clostridium	0	0.050698852
Otu10577	0	0.05057629
Otu8688	0	0.05056196
Otu995	0	0.050528836
Otu2570	0	0.050425361
Otu264	0	0.050393265
Otu9640	0	0.050328201
Otu16974	0	0.050198699
Otu9532	0	0.050042005
Otu69	0	0.049864254
Bacteria.Verrucomicrobia.Verruco.5.WCHB1.41.WCHB1.25	0	0.049864254
Otu28440	0	0.04984362
Otu11085	0	0.049694135
Otu1140	0.5	0.049568685
Otu914	0	0.049565492
Otu9368	0	0.049551135
Otu612	0.5	0.049501307
Otu7068	0	0.04948103
Otu7181	0	0.049466138
Otu12221	0	0.049430441
Otu10594	0	0.049424512
Otu895	0	0.049383767
Otu665	0	0.049369965
Otu9238	0	0.049278178
Otu511	0	0.049269258
Otu15820	0	0.049235129
Otu16518	0	0.049213538
Otu16225	0	0.049173117
Otu7753	1	0.049172402
Otu7221	0	0.049107693
Otu10576	0	0.049106199
Otu8993	0	0.04902045
Otu21229	0	0.048943356
Otu1138	0	0.048839695
Otu24563	0	0.04879274
Otu7143	0	0.048790039
Otu21561	0	0.048718603
Otu21197	0	0.048663619
Otu21461	0	0.048653504
Otu10967	0	0.048591662
Otu17249	0	0.048569283
Otu21562	0	0.048564456
Otu28568	0	0.048534185
Otu11017	0	0.048491068
Otu23267	0	0.048482796
Otu716	0	0.048460734
Otu21483	0	0.048438015
Otu704	0	0.048332153
Otu16824	0	0.048315186
Otu3388	0	0.048192091
Otu718	0	0.04818224
Otu8673	0	0.048144261
Otu21940	0	0.048104276
Otu9614	0	0.048033943
Otu24543	0	0.047962307
Otu467	0	0.047941054
Otu7146	0	0.047932075
Otu8060	0	0.047875593
Otu3815	0	0.047852709
Otu29209	0	0.047829374
Otu227	0	0.047791025
Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Mitsuokella.Mitsuokella_multacida	0	0.047791025
Otu11440	0	0.047762834
Otu29930	0	0.047730036
Otu22412	0	0.047701783
Otu8797	0	0.047696822
Otu16221	0	0.047691739
Otu7067	0	0.04764137
Otu1175	0.5	0.047573655
Otu8709	0	0.047532282
Otu8677	0	0.047532182
Otu9027	0	0.047445526
Otu15691	0	0.047305906
Otu9712	0	0.047241922
Otu1124	0	0.047235754
Otu1257	0	0.047193758
Bacteria.Proteobacteria.Deltaproteobacteria.GMD14H09	0	0.047163038
Otu1934	0	0.047081446
Otu8724	0	0.04701194
Otu9789	0	0.046996479
Otu18009	0	0.046995128
Otu17645	0	0.046822875
Otu17255	0	0.046675671
Otu19717	0.5	0.046669866
Otu1576	0	0.04664024
Otu814	0	0.046611083
Otu7036	0	0.046476275
Otu8017	0	0.046436047
Otu9691	0	0.046382158
Otu688	0	0.046376262
Otu483	0.5	0.046374184
Otu15671	0.5	0.04635415
Otu30087	0	0.046301241
Otu30508	0	0.046270297
Otu24470	0	0.046219392
Otu1177	0	0.046213732
Otu7231	0.5	0.046183659
Otu1068	0	0.04611143
Otu17658	0	0.046006162
Otu31323	0	0.046001611
Otu23315	0	0.045882729
Otu21552	0	0.045843918
Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.RFN20	0	0.045832955
Otu8146	0	0.045826417
Otu9107	0	0.045817186
Otu16289	0	0.045754058
Otu1473	0	0.045748595
Otu30899	0	0.045663443
Otu941	0	0.045651557
Otu16062	0	0.045620158
Otu599	0.5	0.045617532
Otu16190	0	0.045572684
Otu12740	0	0.045556496
Otu25058	0	0.045547
Otu680	0.5	0.045530475
Otu17225	0	0.045511869
Otu695	0	0.04545609
Otu25243	0	0.045397592
Otu777	0	0.045391165
Otu24203	0	0.045267576
Otu11129	0	0.045261055
Otu8771	0	0.045233499
Otu11437	0	0.045215778
Bacteria.Firmicutes.Bacilli.Bacillales	0	0.045195976
Otu7260	0	0.045195763
Otu1929	0	0.045153983
Otu16514	0	0.04502865
Otu11066	0	0.044904123
Otu472	0.5	0.044896254
Otu793	0	0.044864456
Otu8125	0	0.044813375
Otu16058	0	0.044775168
Otu16778	0	0.04467515
Otu29179	0.5	0.044496194
Otu7259	0	0.044381946
Otu10138	0	0.044379796
Otu7069	0	0.044323881
Otu1418	0	0.044315134
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus	0	0.044243397
Otu17251	0	0.044139595
Otu15823	0	0.044137868
Otu28937	0	0.044116148
Otu19669	0	0.044104145
Otu29240	0	0.044070194
Otu13852	0	0.04402683
Otu15696	1.5	0.044013191
Otu559	0	0.043967274
Otu31123	0	0.043956791
Otu31649	0	0.043948296
Otu22508	0	0.043867605
Otu7119	0	0.043864451
Otu3327	0	0.043744463
Otu12441	0	0.043663604
Otu9802	0	0.043638755
Otu7168	0	0.043448675
Otu1819	0.5	0.043430967
Otu11573	0	0.043418799
Otu15741	0	0.043409333
Otu25139	0	0.043399996
Otu3344	0	0.043296542
Otu9074	0	0.043274959
Bacteria.Proteobacteria.Alphaproteobacteria.Rickettsiales	0	0.043234865
Otu7162	0	0.043216023
Otu221	0	0.043212861
Otu1046	0	0.043199647
Otu15670	0	0.043190777
Otu22610	0	0.043172628
Otu1290	0	0.04310807
Bacteria.Verrucomicrobia.Opitutae.HA64	0	0.04310807
Otu25281	0	0.042925581
Otu27898	0	0.042851016
Otu7811	0	0.042789827
Otu24330	0	0.042784539
Bacteria.Firmicutes.Bacilli.Bacillales.Staphylococcaceae	0	0.042714416
Otu1652	0	0.04269825
Otu7161	0	0.042619324
Otu16783	0	0.042592331
Otu16617	0	0.042589379
Otu824	0	0.04251393
Otu3027	0	0.042491846
Otu10514	0	0.042477076
Otu31582	0	0.042416527
Otu8066	0	0.04240025
Otu15828	0	0.042369743
Otu1333	0	0.042366159
Otu836	0	0.042170778
Otu15747	0	0.042135173
Otu13879	0.5	0.042102031
Otu17546	0	0.0420791
Otu10541	0	0.042000091
Otu10597	0	0.04197205
Otu23394	0	0.041948057
Otu6992	0	0.041930653
Otu7788	0	0.041921679
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Oxalobacteraceae	0	0.041799519
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Epulopiscium	0	0.041691865
Otu983	0	0.041663079
Otu31371	0	0.041557334
Otu7207	0	0.041543244
Otu8140	0	0.041541288
Otu7835	0	0.041464439
Otu10657	0	0.041463962
Otu29998	0.5	0.041417087
Otu7016	0	0.041344596
Otu10848	0	0.041341114
Otu5456	0	0.041315227
Otu17014	0	0.041309048
Otu13756	1	0.041294618
Bacteria.Firmicutes.Clostridia.Clostridiales.Mogibacteriaceae.Mogibacterium	0	0.041282687
Otu280	0	0.041274779
Otu7781	0	0.041244229
Otu15803	0	0.041243632
Otu7002	1	0.041214961
Otu15616	0	0.041174974
Otu7232	0	0.041133879
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus_bromii	0	0.041113304
Otu23440	0	0.041081307
Otu15904	0	0.041079446
Otu24347	0	0.041078704
Otu27470	0	0.041072633
Otu1277	0	0.041064956
Otu12288	0	0.041028054
Otu13726	0	0.041018037
Otu22013	0	0.040910607
Otu29900	0	0.040829384
Otu17241	0	0.040819072
Otu7762	0.5	0.040805041
Otu7822	1	0.040755601
Otu28445	0	0.040676528
Otu9114	0	0.040622047
Otu213	0	0.04061518
Otu17114	0	0.04060093
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerostipes	0	0.040594935
Otu15975	0	0.040578738
Otu16321	0	0.040562902
Otu144	0	0.040560147
Otu12078	0	0.040543425
Otu1354	0	0.040529446
Otu28665	0	0.040526786
Otu28457	0	0.040432997
Otu1532	0	0.040338895
Otu668	0	0.040323641
Otu1579	0	0.04027622
Otu26721	0	0.040232918
Bacteria.Verrucomicrobia.Verrucomicrobiae	0	0.040195499
Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales	0	0.040195499
Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Verrucomicrobiaceae	0	0.040195499
Otu7413	0	0.040113534
Otu767	0	0.040079292
Otu8939	0	0.040060408
Otu21585	0	0.039999036
Otu7557	0.5	0.039948548
Otu7116	0	0.039907283
Otu4013	0	0.039882497
Otu18014	0	0.039863225
Otu9741	0	0.039804427
Otu14123	0	0.039681688
Otu15928	0.5	0.039513915
Otu8984	0	0.039494948
Otu9225	0	0.039448362
Otu28700	0	0.039418354
Otu16270	0	0.039378652
Otu9781	0	0.039378324
Otu658	0	0.039260851
Otu6408	0	0.03925096
Otu15806	0	0.039216082
Otu16023	0.5	0.039163982
Otu15905	0	0.039156075
Otu7133	0.5	0.039019511
Otu10837	0	0.038985395
Otu16339	0	0.03890644
Otu25363	0.5	0.038892237
Otu9830	0	0.038872325
Otu24758	0	0.038869801
Otu558	0	0.038840966
Otu648	0	0.03882566
Otu22498	0	0.038781539
Otu24697	0	0.038779775
Otu15786	0	0.038757634
Otu7855	0	0.038750822
Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Corynebacteriaceae.Corynebacterium	0	0.038746751
Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Corynebacteriaceae	0	0.038746751
Otu1148	0	0.038675577
Otu28844	1.5	0.038621672
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides_plebeius	0	0.038567811
Otu21894	0	0.038511542
Otu7114	0	0.038426955
Otu4066	0	0.038408833
Otu7157	0	0.03838278
Otu21460	0	0.038382455
Otu7280	0	0.038215977
Otu7241	0	0.038207223
Otu871	0	0.038171304
Otu25189	0	0.038158617
Otu146	0.5	0.038078592
Otu1151	0	0.038026963
Otu7564	0	0.037977289
Otu9172	0	0.037918396
Otu13720	0.5	0.037869062
Otu15095	0	0.037866383
Otu7365	1	0.037743848
Otu7219	0	0.037720169
Otu16098	0	0.03770514
Otu13916	0	0.037672933
Otu273	0	0.037643234
Otu1112	0	0.037627219
Otu28738	0	0.037601867
Otu2818	0	0.037506669
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.p.2534.18B5	0	0.037478444
Otu15773	0	0.037449194
Otu10406	0	0.037445977
Otu21644	0	0.037335181
Otu14252	0	0.037296004
Otu15768	0	0.037287273
Otu16263	0.5	0.037257477
Otu1547	0	0.03721822
Otu25118	0	0.037140841
Otu8857	0.5	0.037107456
Otu21127	0	0.037077096
Otu702	1.5	0.037061664
Otu7179	0	0.036999707
Otu16146	0	0.036970812
Otu664	0	0.03690294
Otu31353	0	0.036833179
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Faecalibacterium.Faecalibacterium_prausnitzii	0	0.036774878
Otu21626	0	0.036753241
Otu7463	0	0.036724167
Otu9546	0	0.036662232
Otu12044	0	0.036643399
Otu7987	0	0.036600962
Otu28627	0	0.036572268
Otu16154	0	0.036549244
Otu24713	0	0.036538097
Otu15767	0	0.036518244
Otu7224	0	0.036515299
Otu7599	0	0.036502297
Otu16089	0	0.036491584
Otu609	1.5	0.036470808
Otu19795	0	0.036442883
Otu11700	0	0.036423402
Otu10392	0	0.036413029
Otu9737	0	0.036381021
Otu1137	0	0.036375074
Otu16777	0	0.036304014
Otu958	0	0.03624517
Otu7391	0	0.03620013
Otu1258	0	0.036150406
Otu15713	1.5	0.03613339
Otu223	0	0.036128415
Otu1213	0	0.03608883
Otu7448	0	0.03606817
Otu143	0	0.035992827
Otu21517	0	0.035956856
Otu16608	0	0.035880972
Otu28983	0	0.035808533
Otu15546	0	0.035806778
Otu16042	0	0.035715449
Otu33	0	0.035642154
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus_luteciae	0	0.035642154
Otu1615	0	0.035621506
Otu28508	0	0.035534708
Otu6916	0	0.035511047
Otu24080	0	0.03548356
Otu16493	0	0.035470218
Otu194	0	0.03544135
Otu26437	0.5	0.035438323
Otu10375	0	0.035391242
Otu1506	0	0.035388286
Otu24708	0	0.035343459
Otu12810	0	0.035340617
Otu860	0	0.035321641
Otu28833	0	0.035263935
Otu7986	0	0.035262878
Otu29876	0	0.035233573
Otu15877	0	0.035201172
Otu19699	0	0.035200485
Otu24362	0	0.0351332
Otu11634	0	0.035083346
Otu1370	0	0.035080565
Otu10092	0	0.035067669
Otu15718	0.5	0.035032134
Otu164	0	0.03499415
Otu7061	0	0.034967993
Otu7385	0	0.034915854
Otu9738	0	0.034900113
Otu3901	0	0.034892297
Otu413	0	0.034886632
