class1	class2	group	shannon
F6_D120(551)	F6_D120	D120	5.616153
F6_D120(551)	F6_D120	D120	5.390743
F6_D120(551)	F6_D120	D120	5.568515
F6_D120(551)	F6_D120	D120	5.621375
F6_D120(551)	F6_D120	D120	5.625128
F6_D120(551)	F6_D120	D120	5.41089
F6_D120(551)	F6_D120	D120	5.568593
F6_D120(551)	F6_D120	D120	5.579088
F6_D120(551)	F6_D120	D120	5.775008
F6_D120(551)	F6_D120	D120	5.628499
F6_D120(551)	F6_D120	D120	5.926333
F6_D120(551)	F6_D120	D120	6.006906
F6_D120(551)	F6_D120	D120	5.486898
F6_D120(551)	F6_D120	D120	5.767886
F6_D120(551)	F6_D120	D120	5.89541
F6_D120(551)	F6_D120	D120	5.751448
F6_D120(551)	F6_D120	D120	5.917649
F6_D120(551)	F6_D120	D120	5.365156
F6_D120(551)	F6_D120	D120	5.905518
F6_D120(551)	F6_D120	D120	5.701845
F6_D120(551)	F6_D120	D120	5.747347
F6_D120(551)	F6_D120	D120	5.399386
F6_D120(551)	F6_D120	D120	5.875036
F6_D120(551)	F6_D120	D120	5.999728
F6_D120(551)	F6_D120	D120	5.644553
F6_D120(551)	F6_D120	D120	5.932753
F6_D120(551)	F6_D120	D120	5.664129
F6_D120(551)	F6_D120	D120	5.793352
F6_D120(551)	F6_D120	D120	5.632769
F6_D120(551)	F6_D120	D120	6.147295
F6_D120(551)	F6_D120	D120	5.832032
F6_D120(551)	F6_D120	D120	5.285979
F6_D120(551)	F6_D120	D120	5.536485
F6_D120(551)	F6_D120	D120	5.710807
F6_D120(551)	F6_D120	D120	5.443464
F6_D120(551)	F6_D120	D120	5.44441
F6_D120(551)	F6_D120	D120	5.632218
F6_D120(551)	F6_D120	D120	5.7443
F6_D120(551)	F6_D120	D120	5.552974
F6_D120(551)	F6_D120	D120	5.766333
F6_D120(551)	F6_D120	D120	5.589779
F6_D120(551)	F6_D120	D120	5.918402
F6_D120(551)	F6_D120	D120	5.774128
F6_D120(551)	F6_D120	D120	5.296352
F6_D120(551)	F6_D120	D120	5.920498
F6_D120(551)	F6_D120	D120	5.480486
F6_D120(551)	F6_D120	D120	5.682056
F6_D120(551)	F6_D120	D120	5.893395
F6_D120(551)	F6_D120	D120	5.605075
F6_D120(551)	F6_D120	D120	5.473758
F6_D120(551)	F6_D120	D120	5.555417
F6_D120(551)	F6_D120	D120	5.773508
F6_D120(551)	F6_D120	D120	6.065205
F6_D120(551)	F6_D120	D120	5.721641
F6_D120(551)	F6_D120	D120	6.052371
F6_D120(551)	F6_D120	D120	5.61357
F6_D120(551)	F6_D120	D120	5.612032
F6_D120(551)	F6_D120	D120	5.378236
F6_D120(551)	F6_D120	D120	5.695198
F6_D120(551)	F6_D120	D120	5.780049
F6_D120(551)	F6_D120	D120	6.073694
F6_D120(551)	F6_D120	D120	6.076792
F6_D120(551)	F6_D120	D120	5.789034
F6_D120(551)	F6_D120	D120	6.041568
F6_D120(551)	F6_D120	D120	5.983743
F6_D120(551)	F6_D120	D120	5.739073
F6_D120(551)	F6_D120	D120	6.19027
F6_D120(551)	F6_D120	D120	5.490899
F6_D120(551)	F6_D120	D120	5.652291
F6_D120(551)	F6_D120	D120	5.926444
F6_D120(551)	F6_D120	D120	6.122961
F6_D120(551)	F6_D120	D120	5.823919
F6_D120(551)	F6_D120	D120	5.854342
F6_D120(551)	F6_D120	D120	5.789069
F6_D120(551)	F6_D120	D120	5.654457
F6_D120(551)	F6_D120	D120	6.042303
F6_D120(551)	F6_D120	D120	5.896107
F6_D120(551)	F6_D120	D120	5.766823
F6_D120(551)	F6_D120	D120	5.774507
F6_D120(551)	F6_D120	D120	5.858423
F6_D120(551)	F6_D120	D120	5.716555
F6_D120(551)	F6_D120	D120	5.835329
F6_D120(551)	F6_D120	D120	5.708775
F6_D120(551)	F6_D120	D120	5.765497
F6_D120(551)	F6_D120	D120	5.923609
F6_D120(551)	F6_D120	D120	5.74324
F6_D120(551)	F6_D120	D120	5.691872
F6_D120(551)	F6_D120	D120	5.686701
F6_D120(551)	F6_D120	D120	5.827007
F6_D120(551)	F6_D120	D120	5.472776
F6_D120(551)	F6_D120	D120	5.214398
F6_D120(551)	F6_D120	D120	5.276193
F6_D120(551)	F6_D120	D120	5.769425
F6_D120(551)	F6_D120	D120	5.435122
F6_D120(551)	F6_D120	D120	5.631962
F6_D120(551)	F6_D120	D120	5.776355
F6_D120(551)	F6_D120	D120	5.911094
F6_D120(551)	F6_D120	D120	6.00923
F6_D120(551)	F6_D120	D120	5.654675
F6_D120(551)	F6_D120	D120	5.844352
F6_D120(551)	F6_D120	D120	5.940473
F6_D120(551)	F6_D120	D120	5.507032
F6_D120(551)	F6_D120	D120	5.615559
F6_D120(551)	F6_D120	D120	5.895329
F6_D120(551)	F6_D120	D120	5.785914
F6_D120(551)	F6_D120	D120	5.253632
F6_D120(551)	F6_D120	D120	4.969814
F6_D120(551)	F6_D120	D120	5.964888
F6_D120(551)	F6_D120	D120	5.724163
F6_D120(551)	F6_D120	D120	4.986118
F6_D120(551)	F6_D120	D120	5.912076
F6_D120(551)	F6_D120	D120	5.19963
F6_D120(551)	F6_D120	D120	6.043464
F6_D120(551)	F6_D120	D120	5.831216
F6_D120(551)	F6_D120	D120	5.809215
F6_D120(551)	F6_D120	D120	5.190835
F6_D120(551)	F6_D120	D120	5.718609
F6_D120(551)	F6_D120	D120	5.388343
F6_D120(551)	F6_D120	D120	5.555436
F6_D240(691)	F6_D240	D240	5.005096
F6_D240(691)	F6_D240	D240	5.880061
F6_D240(691)	F6_D240	D240	5.029338
F6_D240(691)	F6_D240	D240	5.587051
F6_D240(691)	F6_D240	D240	6.330333
F6_D240(691)	F6_D240	D240	6.098099
F6_D240(691)	F6_D240	D240	5.449717
F6_D240(691)	F6_D240	D240	5.947398
F6_D240(691)	F6_D240	D240	5.866343
F6_D240(691)	F6_D240	D240	6.130993
F6_D240(691)	F6_D240	D240	6.023462
F6_D240(691)	F6_D240	D240	5.957068
F6_D240(691)	F6_D240	D240	6.082661
F6_D240(691)	F6_D240	D240	5.612284
F6_D240(691)	F6_D240	D240	5.932607
F6_D240(691)	F6_D240	D240	5.812605
F6_D240(691)	F6_D240	D240	5.611552
F6_D240(691)	F6_D240	D240	5.536391
F6_D240(691)	F6_D240	D240	5.720521
F6_D240(691)	F6_D240	D240	5.713274
F6_D240(691)	F6_D240	D240	5.704416
F6_D240(691)	F6_D240	D240	5.406918
F6_D240(691)	F6_D240	D240	5.965181
F6_D240(691)	F6_D240	D240	5.903426
F6_D240(691)	F6_D240	D240	5.897738
F6_D240(691)	F6_D240	D240	5.987741
F6_D240(691)	F6_D240	D240	5.807095
F6_D240(691)	F6_D240	D240	6.026047
F6_D240(691)	F6_D240	D240	5.978329
F6_D240(691)	F6_D240	D240	5.99423
F6_D240(691)	F6_D240	D240	6.097798
F6_D240(691)	F6_D240	D240	6.171025
F6_D240(691)	F6_D240	D240	5.508256
F6_D240(691)	F6_D240	D240	6.041339
F6_D240(691)	F6_D240	D240	6.006831
F6_D240(691)	F6_D240	D240	6.010148
F6_D240(691)	F6_D240	D240	5.621628
F6_D240(691)	F6_D240	D240	6.093083
F6_D240(691)	F6_D240	D240	6.003717
F6_D240(691)	F6_D240	D240	6.027455
F6_D240(691)	F6_D240	D240	6.213801
F6_D240(691)	F6_D240	D240	5.9377
F6_D240(691)	F6_D240	D240	6.229916
F6_D240(691)	F6_D240	D240	5.912685
F6_D240(691)	F6_D240	D240	5.998258
F6_D240(691)	F6_D240	D240	5.897079
F6_D240(691)	F6_D240	D240	5.969471
F6_D240(691)	F6_D240	D240	5.998046
F6_D240(691)	F6_D240	D240	6.181471
F6_D240(691)	F6_D240	D240	5.966944
F6_D240(691)	F6_D240	D240	5.927502
F6_D240(691)	F6_D240	D240	5.457617
F6_D240(691)	F6_D240	D240	6.056652
F6_D240(691)	F6_D240	D240	6.036295
F6_D240(691)	F6_D240	D240	5.913011
F6_D240(691)	F6_D240	D240	6.393987
F6_D240(691)	F6_D240	D240	6.043386
F6_D240(691)	F6_D240	D240	5.907557
F6_D240(691)	F6_D240	D240	5.323794
F6_D240(691)	F6_D240	D240	6.08218
F6_D240(691)	F6_D240	D240	5.918233
F6_D240(691)	F6_D240	D240	5.957187
F6_D240(691)	F6_D240	D240	5.645093
F6_D240(691)	F6_D240	D240	5.926021
F6_D240(691)	F6_D240	D240	5.983699
F6_D240(691)	F6_D240	D240	5.850024
F6_D240(691)	F6_D240	D240	5.751375
F6_D240(691)	F6_D240	D240	6.21133
F6_D240(691)	F6_D240	D240	5.583955
F6_D240(691)	F6_D240	D240	6.06744
F6_D240(691)	F6_D240	D240	6.186555
F6_D240(691)	F6_D240	D240	6.164481
F6_D240(691)	F6_D240	D240	5.936586
F6_D240(691)	F6_D240	D240	5.666557
F6_D240(691)	F6_D240	D240	5.704448
F6_D240(691)	F6_D240	D240	5.791835
F6_D240(691)	F6_D240	D240	6.01311
F6_D240(691)	F6_D240	D240	6.319948
F6_D240(691)	F6_D240	D240	5.646441
F6_D240(691)	F6_D240	D240	5.590194
F6_D240(691)	F6_D240	D240	5.28963
F6_D240(691)	F6_D240	D240	5.981894
F6_D240(691)	F6_D240	D240	5.914877
F6_D240(691)	F6_D240	D240	5.841552
F6_D240(691)	F6_D240	D240	5.818193
F6_D240(691)	F6_D240	D240	5.682583
F6_D240(691)	F6_D240	D240	5.246489
F6_D240(691)	F6_D240	D240	5.389961
F6_D240(691)	F6_D240	D240	5.813608
F6_D240(691)	F6_D240	D240	5.982056
F6_D240(691)	F6_D240	D240	6.181616
F6_D240(691)	F6_D240	D240	6.119881
F6_D240(691)	F6_D240	D240	5.88702
F6_D240(691)	F6_D240	D240	5.935704
F6_D240(691)	F6_D240	D240	5.901672
F6_D240(691)	F6_D240	D240	6.176
F6_D240(691)	F6_D240	D240	5.78033
F6_D240(691)	F6_D240	D240	5.978375
F6_D240(691)	F6_D240	D240	5.674779
F6_D240(691)	F6_D240	D240	5.595468
F6_D240(691)	F6_D240	D240	5.953382
F6_D240(691)	F6_D240	D240	5.850553
F6_D240(691)	F6_D240	D240	5.867129
F6_D240(691)	F6_D240	D240	5.735572
F6_D240(691)	F6_D240	D240	5.653565
F6_D240(691)	F6_D240	D240	5.706518
F6_D240(691)	F6_D240	D240	5.930553
F6_D240(691)	F6_D240	D240	5.742039
F6_D240(691)	F6_D240	D240	5.476996
F6_D240(691)	F6_D240	D240	5.473791
F6_D240(691)	F6_D240	D240	5.468934
F6_D240(691)	F6_D240	D240	5.991277
F6_D240(691)	F6_D240	D240	5.439319
F6_D240(691)	F6_D240	D240	5.702815
F6_D240(691)	F6_D240	D240	5.986372
F6_D240(691)	F6_D240	D240	5.894918
F6_D240(691)	F6_D240	D240	5.593936
F6_D240(691)	F6_D240	D240	5.46866
F6_D240(691)	F6_D240	D240	5.856841
F6_D240(691)	F6_D240	D240	5.597053
F6_D240(691)	F6_D240	D240	5.724599
F6_D240(691)	F6_D240	D240	6.048602
F6_D240(691)	F6_D240	D240	5.843579
F6_D240(691)	F6_D240	D240	5.575084
F6_D240(691)	F6_D240	D240	5.867841
F6_D240(691)	F6_D240	D240	5.714586
F6_D240(691)	F6_D240	D240	5.522737
F6_D240(691)	F6_D240	D240	5.783717
F6_D240(691)	F6_D240	D240	5.854499
F6_D240(691)	F6_D240	D240	5.789343
F6_D240(691)	F6_D240	D240	5.845596
F6_D240(691)	F6_D240	D240	5.873081
F6_D240(691)	F6_D240	D240	5.875222
F6_D240(691)	F6_D240	D240	5.860259
F6_D240(691)	F6_D240	D240	5.87432
F6_D240(691)	F6_D240	D240	5.269249
F6_D240(691)	F6_D240	D240	5.896696
F6_D240(691)	F6_D240	D240	5.887575
F6_D240(691)	F6_D240	D240	5.698498
F6_D240(691)	F6_D240	D240	5.807724
F6_D240(691)	F6_D240	D240	6.065505
F6_D240(691)	F6_D240	D240	5.603611
F6_D240(691)	F6_D240	D240	5.147238
F6_D240(691)	F6_D240	D240	5.528818
F6_D240(691)	F6_D240	D240	6.027015
F6_D240(691)	F6_D240	D240	5.299713
F6_D240(691)	F6_D240	D240	5.436513
F6_D240(691)	F6_D240	D240	5.53433
F6_D240(691)	F6_D240	D240	5.692034
F6_D240(691)	F6_D240	D240	5.742616
F6_D240(691)	F6_D240	D240	5.444549
F6_D240(691)	F6_D240	D240	5.333857
F6_D240(691)	F6_D240	D240	6.121237
F6_D240(691)	F6_D240	D240	5.956486
F6_D240(691)	F6_D240	D240	6.260345
F6_D240(691)	F6_D240	D240	5.510873
F6_D240(691)	F6_D240	D240	5.845433
F6_D240(691)	F6_D240	D240	5.741549
F6_D240(691)	F6_D240	D240	5.583685
F6_D240(691)	F6_D240	D240	6.118079
F6_D240(691)	F6_D240	D240	5.769201
F6_D240(691)	F6_D240	D240	5.748019
F6_D240(691)	F6_D240	D240	5.632562
F6_D240(691)	F6_D240	D240	5.885462
F6_D240(691)	F6_D240	D240	6.171837
F6_D240(691)	F6_D240	D240	6.199709
F6_D240(691)	F6_D240	D240	5.895154
F6_D240(691)	F6_D240	D240	5.733147
F6_D240(691)	F6_D240	D240	5.653834
F6_D240(691)	F6_D240	D240	5.882811
F6_D240(691)	F6_D240	D240	5.9736
F6_D240(691)	F6_D240	D240	5.956075
F6_D240(691)	F6_D240	D240	6.10202
F6_D240(691)	F6_D240	D240	6.17149
F6_D240(691)	F6_D240	D240	6.269889
F6_D240(691)	F6_D240	D240	5.542592
F6_D240(691)	F6_D240	D240	6.039884
F6_D240(691)	F6_D240	D240	5.938026
F6_D240(691)	F6_D240	D240	6.085196
F6_D240(691)	F6_D240	D240	6.068631
F6_D240(691)	F6_D240	D240	6.357021
F6_D240(691)	F6_D240	D240	6.247184
F6_D240(691)	F6_D240	D240	5.910553
F6_D240(691)	F6_D240	D240	5.939684
F6_D240(691)	F6_D240	D240	6.226235
F6_D240(691)	F6_D240	D240	5.850764
F6_D240(691)	F6_D240	D240	5.75397
F6_D240(691)	F6_D240	D240	5.983214
F6_D240(691)	F6_D240	D240	6.082976
F6_D240(691)	F6_D240	D240	5.801756
F6_D240(691)	F6_D240	D240	5.904347
F6_D240(691)	F6_D240	D240	6.097828
F6_D240(691)	F6_D240	D240	5.908352
F6_D240(691)	F6_D240	D240	5.516885
F6_D240(691)	F6_D240	D240	5.965579
F6_D240(691)	F6_D240	D240	5.965253
F6_D240(691)	F6_D240	D240	5.643066
F6_D240(691)	F6_D240	D240	6.106929
F6_D240(691)	F6_D240	D240	6.181184
F6_D240(691)	F6_D240	D240	5.819018
F6_D240(691)	F6_D240	D240	6.030355
F6_D240(691)	F6_D240	D240	6.053335
F6_D240(691)	F6_D240	D240	6.012568
F6_D240(691)	F6_D240	D240	6.188728
F6_D240(691)	F6_D240	D240	6.003348
F6_D240(691)	F6_D240	D240	6.181088
F6_D240(691)	F6_D240	D240	6.012324
F6_D240(691)	F6_D240	D240	6.201449
F6_D240(691)	F6_D240	D240	6.217866
F6_D240(691)	F6_D240	D240	5.840128
F6_D240(691)	F6_D240	D240	6.231387
F6_D240(691)	F6_D240	D240	6.062041
F6_D240(691)	F6_D240	D240	6.028689
F6_D240(691)	F6_D240	D240	5.828336
F6_D240(691)	F6_D240	D240	6.121632
F6_D240(691)	F6_D240	D240	5.906569
F6_D240(691)	F6_D240	D240	5.693478
F6_D240(691)	F6_D240	D240	5.768387
F6_D240(691)	F6_D240	D240	5.611422
F6_D240(691)	F6_D240	D240	5.856354
F6_D240(691)	F6_D240	D240	5.940886
F6_D240(691)	F6_D240	D240	5.75276
F6_D240(691)	F6_D240	D240	5.756854
F6_D240(691)	F6_D240	D240	6.474513
F6_D240(691)	F6_D240	D240	6.003691
F6_D240(691)	F6_D240	D240	5.86002
F6_D240(691)	F6_D240	D240	5.708471
F6_D240(691)	F6_D240	D240	6.335262
F6_D240(691)	F6_D240	D240	5.865475
F6_D240(691)	F6_D240	D240	5.647405
F6_D240(691)	F6_D240	D240	5.944776
F6_D240(691)	F6_D240	D240	6.154428
F6_D240(691)	F6_D240	D240	5.331591
F6_D240(691)	F6_D240	D240	5.888015
F6_D240(691)	F6_D240	D240	5.809641
F6_D240(691)	F6_D240	D240	6.081332
F6_D240(691)	F6_D240	D240	5.731694
F6_D240(691)	F6_D240	D240	6.069424
F6_D240(691)	F6_D240	D240	5.82138
F6_D240(691)	F6_D240	D240	5.971297
F6_D240(691)	F6_D240	D240	6.149517
F6_D240(691)	F6_D240	D240	6.180572
F6_D240(691)	F6_D240	D240	5.925571
F6_D240(691)	F6_D240	D240	5.959386
F6_D240(691)	F6_D240	D240	6.052176
F6_D240(691)	F6_D240	D240	5.705601
F6_D240(691)	F6_D240	D240	6.004953
F6_D240(691)	F6_D240	D240	6.262131
F6_D240(691)	F6_D240	D240	6.21378
F6_D240(691)	F6_D240	D240	5.922402
F6_D240(691)	F6_D240	D240	6.223881
F6_D240(691)	F6_D240	D240	6.05972
F6_D240(691)	F6_D240	D240	5.758206
F6_D240(691)	F6_D240	D240	5.787993
F6_D240(691)	F6_D240	D240	5.772649
F6_D240(691)	F6_D240	D240	5.920964
F6_D240(691)	F6_D240	D240	5.80257
F6_D240(691)	F6_D240	D240	5.783653
F6_D240(691)	F6_D240	D240	5.41469
F6_D240(691)	F6_D240	D240	5.993639
F6_D240(691)	F6_D240	D240	5.807715
F6_D240(691)	F6_D240	D240	6.000598
F6_D240(691)	F6_D240	D240	5.817008
F6_D240(691)	F6_D240	D240	5.466709
F6_D240(691)	F6_D240	D240	5.887823
F6_D240(691)	F6_D240	D240	5.700524
F6_D240(691)	F6_D240	D240	5.79598
F6_D240(691)	F6_D240	D240	6.078398
F6_D240(691)	F6_D240	D240	5.618847
F6_D240(691)	F6_D240	D240	6.038812
F6_D240(691)	F6_D240	D240	5.738247
F6_D240(691)	F6_D240	D240	5.631391
F6_D240(691)	F6_D240	D240	6.14469
F6_D240(691)	F6_D240	D240	4.989179
F6_D240(691)	F6_D240	D240	5.654081
F6_D240(691)	F6_D240	D240	5.540019
F6_D240(691)	F6_D240	D240	5.940194
F6_D240(691)	F6_D240	D240	6.240909
F6_D240(691)	F6_D240	D240	5.626366
F6_D240(691)	F6_D240	D240	5.617942
F6_D240(691)	F6_D240	D240	5.788272
F6_D240(691)	F6_D240	D240	6.248061
F6_D240(691)	F6_D240	D240	5.577898
F6_D240(691)	F6_D240	D240	5.690793
F6_D240(691)	F6_D240	D240	5.752132
F6_D240(691)	F6_D240	D240	6.021699
F6_D240(691)	F6_D240	D240	6.175676
F6_D240(691)	F6_D240	D240	5.604317
F6_D240(691)	F6_D240	D240	5.75953
F6_D240(691)	F6_D240	D240	5.978543
F6_D240(691)	F6_D240	D240	6.037872
F6_D240(691)	F6_D240	D240	5.819694
F6_D240(691)	F6_D240	D240	6.066256
F6_D240(691)	F6_D240	D240	5.553165
F6_D240(691)	F6_D240	D240	5.824823
F6_D240(691)	F6_D240	D240	5.840822
F6_D240(691)	F6_D240	D240	5.906033
F6_D240(691)	F6_D240	D240	6.028144
F6_D240(691)	F6_D240	D240	5.752382
F6_D240(691)	F6_D240	D240	5.429171
F6_D240(691)	F6_D240	D240	5.984312
F6_D240(691)	F6_D240	D240	5.585284
F6_D240(691)	F6_D240	D240	5.66387
F6_D240(691)	F6_D240	D240	5.993414
F6_D240(691)	F6_D240	D240	6.189028
F6_D240(691)	F6_D240	D240	5.709383
F6_D240(691)	F6_D240	D240	6.147957
F6_D240(691)	F6_D240	D240	5.064534
F6_D240(691)	F6_D240	D240	6.094305
F6_D240(691)	F6_D240	D240	5.838303
F6_D240(691)	F6_D240	D240	5.709883
F6_D240(691)	F6_D240	D240	6.012564
F6_D240(691)	F6_D240	D240	5.433316
F6_D240(691)	F6_D240	D240	6.034792
F6_D240(691)	F6_D240	D240	5.725431
F6_D240(691)	F6_D240	D240	6.143793
F6_D240(691)	F6_D240	D240	6.101051
F6_D240(691)	F6_D240	D240	5.857049
F6_D240(691)	F6_D240	D240	5.437607
F6_D240(691)	F6_D240	D240	5.962634
F6_D240(691)	F6_D240	D240	5.805436
F6_D240(691)	F6_D240	D240	6.046994
F6_D240(691)	F6_D240	D240	6.289804
F6_D240(691)	F6_D240	D240	6.116899
F6_D240(691)	F6_D240	D240	6.300592
F6_D240(691)	F6_D240	D240	5.752262
F6_D240(691)	F6_D240	D240	6.177915
F6_D240(691)	F6_D240	D240	6.359108
F6_D240(691)	F6_D240	D240	5.859604
F6_D240(691)	F6_D240	D240	6.03122
F6_D240(691)	F6_D240	D240	5.222642
F6_D240(691)	F6_D240	D240	5.151412
F6_D240(691)	F6_D240	D240	5.771767
F6_D240(691)	F6_D240	D240	5.495539
F6_D240(691)	F6_D240	D240	5.945265
F6_D240(691)	F6_D240	D240	6.181702
F6_D240(691)	F6_D240	D240	5.749566
F6_D240(691)	F6_D240	D240	6.069238
F6_D240(691)	F6_D240	D240	5.783669
F6_D240(691)	F6_D240	D240	6.288384
F6_D240(691)	F6_D240	D240	5.415611
F6_D240(691)	F6_D240	D240	5.889043
F6_D240(691)	F6_D240	D240	6.06971
F6_D240(691)	F6_D240	D240	5.61379
F6_D240(691)	F6_D240	D240	5.846745
F6_D240(691)	F6_D240	D240	6.243759
F6_D240(691)	F6_D240	D240	6.03081
F6_D240(691)	F6_D240	D240	5.902285
F6_D240(691)	F6_D240	D240	5.889105
F6_D240(691)	F6_D240	D240	6.104383
F6_D240(691)	F6_D240	D240	5.841723
F6_D240(691)	F6_D240	D240	6.290145
F6_D240(691)	F6_D240	D240	5.866627
F6_D240(691)	F6_D240	D240	6.011901
F6_D240(691)	F6_D240	D240	5.985817
F6_D240(691)	F6_D240	D240	5.973949
F6_D240(691)	F6_D240	D240	5.886125
F6_D240(691)	F6_D240	D240	5.795957
F6_D240(691)	F6_D240	D240	5.684262
F6_D240(691)	F6_D240	D240	5.896801
F6_D240(691)	F6_D240	D240	6.006286
F6_D240(691)	F6_D240	D240	6.187822
F6_D240(691)	F6_D240	D240	5.905255
F6_D240(691)	F6_D240	D240	6.127274
F6_D240(691)	F6_D240	D240	6.386983
F6_D240(691)	F6_D240	D240	6.02297
F6_D240(691)	F6_D240	D240	6.113934
F6_D240(691)	F6_D240	D240	5.746513
F6_D240(691)	F6_D240	D240	6.012607
F6_D240(691)	F6_D240	D240	6.323769
F6_D240(691)	F6_D240	D240	5.674459
F6_D240(691)	F6_D240	D240	5.912608
F6_D240(691)	F6_D240	D240	5.673483
F6_D240(691)	F6_D240	D240	6.145504
F6_D240(691)	F6_D240	D240	6.284467
F6_D240(691)	F6_D240	D240	5.802098
F6_D240(691)	F6_D240	D240	5.989092
F6_D240(691)	F6_D240	D240	6.053276
F6_D240(691)	F6_D240	D240	5.88356
F6_D240(691)	F6_D240	D240	6.049976
F6_D240(691)	F6_D240	D240	6.11959
F6_D240(691)	F6_D240	D240	5.930764
F6_D240(691)	F6_D240	D240	5.920329
F6_D240(691)	F6_D240	D240	5.699958
F6_D240(691)	F6_D240	D240	5.813285
F6_D240(691)	F6_D240	D240	5.805539
F6_D240(691)	F6_D240	D240	5.722597
F6_D240(691)	F6_D240	D240	6.009979
F6_D240(691)	F6_D240	D240	5.573077
F6_D240(691)	F6_D240	D240	5.863366
F6_D240(691)	F6_D240	D240	5.741076
F6_D240(691)	F6_D240	D240	6.399963
F6_D240(691)	F6_D240	D240	6.339908
F6_D240(691)	F6_D240	D240	5.822703
F6_D240(691)	F6_D240	D240	5.725014
F6_D240(691)	F6_D240	D240	6.049059
F6_D240(691)	F6_D240	D240	5.351884
F6_D240(691)	F6_D240	D240	6.040665
F6_D240(691)	F6_D240	D240	5.795258
F6_D240(691)	F6_D240	D240	6.016187
F6_D240(691)	F6_D240	D240	5.377005
F6_D240(691)	F6_D240	D240	5.530753
F6_D240(691)	F6_D240	D240	6.244292
F6_D240(691)	F6_D240	D240	5.97375
F6_D240(691)	F6_D240	D240	5.974004
F6_D240(691)	F6_D240	D240	5.824252
F6_D240(691)	F6_D240	D240	6.361899
F6_D240(691)	F6_D240	D240	5.923868
F6_D240(691)	F6_D240	D240	5.574902
F6_D240(691)	F6_D240	D240	5.730698
F6_D240(691)	F6_D240	D240	5.806842
F6_D240(691)	F6_D240	D240	6.308182
F6_D240(691)	F6_D240	D240	6.020386
F6_D240(691)	F6_D240	D240	5.959854
F6_D240(691)	F6_D240	D240	6.051559
F6_D240(691)	F6_D240	D240	5.972827
F6_D240(691)	F6_D240	D240	5.920628
F6_D240(691)	F6_D240	D240	5.982068
F6_D240(691)	F6_D240	D240	6.281561
F6_D240(691)	F6_D240	D240	5.682073
F6_D240(691)	F6_D240	D240	5.877048
F6_D240(691)	F6_D240	D240	5.488702
F6_D240(691)	F6_D240	D240	5.95743
F6_D240(691)	F6_D240	D240	6.074751
F6_D240(691)	F6_D240	D240	5.579903
F6_D240(691)	F6_D240	D240	6.131865
F6_D240(691)	F6_D240	D240	6.151442
F6_D240(691)	F6_D240	D240	5.615756
F6_D240(691)	F6_D240	D240	5.9368
F6_D240(691)	F6_D240	D240	5.624275
F6_D240(691)	F6_D240	D240	5.996372
F6_D240(691)	F6_D240	D240	5.858707
F6_D240(691)	F6_D240	D240	5.836638
F6_D240(691)	F6_D240	D240	5.73972
F6_D240(691)	F6_D240	D240	6.104173
F6_D240(691)	F6_D240	D240	6.039216
F6_D240(691)	F6_D240	D240	6.068068
F6_D240(691)	F6_D240	D240	6.133609
F6_D240(691)	F6_D240	D240	5.880728
F6_D240(691)	F6_D240	D240	5.59737
F6_D240(691)	F6_D240	D240	6.076761
F6_D240(691)	F6_D240	D240	5.592664
F6_D240(691)	F6_D240	D240	6.186691
F6_D240(691)	F6_D240	D240	6.03781
F6_D240(691)	F6_D240	D240	5.661302
F6_D240(691)	F6_D240	D240	6.095399
F6_D240(691)	F6_D240	D240	5.18314
F6_D240(691)	F6_D240	D240	6.006614
F6_D240(691)	F6_D240	D240	5.56478
F6_D240(691)	F6_D240	D240	5.821959
F6_D240(691)	F6_D240	D240	5.455829
F6_D240(691)	F6_D240	D240	5.972771
F6_D240(691)	F6_D240	D240	6.115224
F6_D240(691)	F6_D240	D240	5.125698
F6_D240(691)	F6_D240	D240	6.38729
F6_D240(691)	F6_D240	D240	5.842292
F6_D240(691)	F6_D240	D240	6.009192
F6_D240(691)	F6_D240	D240	5.719095
F6_D240(691)	F6_D240	D240	6.273789
F6_D240(691)	F6_D240	D240	5.966149
F6_D240(691)	F6_D240	D240	5.735525
F6_D240(691)	F6_D240	D240	6.083824
F6_D240(691)	F6_D240	D240	5.535224
F6_D240(691)	F6_D240	D240	5.753246
F6_D240(691)	F6_D240	D240	6.017929
F6_D240(691)	F6_D240	D240	5.757491
F6_D240(691)	F6_D240	D240	5.652574
F6_D240(691)	F6_D240	D240	5.770166
F6_D240(691)	F6_D240	D240	5.721422
F6_D240(691)	F6_D240	D240	6.04368
F6_D240(691)	F6_D240	D240	5.796025
F6_D240(691)	F6_D240	D240	5.935359
F6_D240(691)	F6_D240	D240	5.399367
F6_D240(691)	F6_D240	D240	5.60755
F6_D240(691)	F6_D240	D240	5.978743
F6_D240(691)	F6_D240	D240	5.950531
F6_D240(691)	F6_D240	D240	5.691477
F6_D240(691)	F6_D240	D240	5.667223
F6_D240(691)	F6_D240	D240	5.865842
F6_D240(691)	F6_D240	D240	5.749878
F6_D240(691)	F6_D240	D240	5.324439
F6_D240(691)	F6_D240	D240	5.667235
F6_D240(691)	F6_D240	D240	5.757379
F6_D240(691)	F6_D240	D240	5.7625
F6_D240(691)	F6_D240	D240	5.281998
F6_D240(691)	F6_D240	D240	5.894622
F6_D240(691)	F6_D240	D240	5.401935
F6_D240(691)	F6_D240	D240	5.741126
F6_D240(691)	F6_D240	D240	5.991755
