id	PCOA1	PCOA2	group1	group2
4881F	-0.212000186	0.107963367	F6_D240	F6
4882F	-0.21534793	0.08253753	F6_D240	F6
4888F	-0.166124436	0.111691947	F6_D240	F6
4889F	-0.202336337	0.118898054	F6_D240	F6
4890F	-0.163585125	0.103444711	F6_D240	F6
4894F	-0.185825339	0.149871586	F6_D240	F6
4901F	-0.195653456	0.103897709	F6_D240	F6
4903F	-0.194934607	0.069596518	F6_D240	F6
4905F	-0.18053897	0.118123951	F6_D240	F6
4908F	-0.158545754	0.070941529	F6_D240	F6
4910F	-0.218098425	0.059455171	F6_D240	F6
4912F	-0.211948058	0.124121717	F6_D240	F6
4922F	-0.190004127	0.088644825	F6_D240	F6
4924F	-0.221925003	0.103521797	F6_D240	F6
4926F	-0.187938073	0.076883779	F6_D240	F6
4928F	-0.222835435	0.072118381	F6_D240	F6
4930F	-0.060056083	0.056305294	F6_D240	F6
4936F	-0.181893615	0.077058678	F6_D240	F6
4940F	-0.162363955	0.08316667	F6_D240	F6
4941F	-0.235356757	0.110823056	F6_D240	F6
4942F	-0.192303331	0.156845611	F6_D240	F6
4943F	-0.195840781	0.069727786	F6_D240	F6
4945F	-0.156721018	0.056008535	F6_D240	F6
4946F	-0.235195868	0.136576535	F6_D240	F6
4947F	-0.180039747	0.13319655	F6_D240	F6
4948F	-0.224607247	0.156007642	F6_D240	F6
4950F	-0.209463584	0.140846769	F6_D240	F6
4952F	-0.182904475	0.107202932	F6_D240	F6
4954F	-0.238284801	0.08742567	F6_D240	F6
4958F	-0.165656873	0.118174852	F6_D240	F6
4960F	-0.108745404	0.096985784	F6_D240	F6
4961F	-0.117241057	0.144908866	F6_D240	F6
4962F	-0.198564868	0.138286263	F6_D240	F6
4969F	-0.177511087	0.128674587	F6_D240	F6
4972F	-0.233392754	0.177484382	F6_D240	F6
4973F	-0.105608974	0.06018833	F6_D240	F6
4974F	-0.201223883	0.10809283	F6_D240	F6
4975F	-0.162487365	0.122982328	F6_D240	F6
4976F	-0.202500838	0.101307985	F6_D240	F6
4978F	-0.174116201	0.147434982	F6_D240	F6
4979F	-0.199528489	0.137212925	F6_D240	F6
4981F	-0.089703373	0.120677151	F6_D240	F6
4982F	-0.222070669	0.088320234	F6_D240	F6
4983F	-0.13635577	0.043956027	F6_D240	F6
4984F	-0.124186813	0.02617438	F6_D240	F6
4987F	-0.188171533	0.07652151	F6_D240	F6
4988F	-0.17205181	0.009301673	F6_D240	F6
4989F	-0.242714809	0.12423963	F6_D240	F6
4992F	-0.191903937	0.053890269	F6_D240	F6
4993F	-0.220522916	0.124941136	F6_D240	F6
4994F	-0.142805222	0.122242976	F6_D240	F6
4997F	-0.191331477	0.098919887	F6_D240	F6
4999F	-0.236072154	0.124965418	F6_D240	F6
5003F	-0.25499581	0.154926344	F6_D240	F6
5007F	-0.244348265	0.074472762	F6_D240	F6
5012F	-0.225497654	0.145660534	F6_D240	F6
5014F	-0.211696346	0.119092782	F6_D240	F6
5018F	-0.170859969	0.134888267	F6_D240	F6
5020F	-0.103014044	0.015654169	F6_D240	F6
5021F	-0.209074775	0.125297535	F6_D240	F6
5023F	-0.183177154	0.145391645	F6_D240	F6
5028F	-0.22992938	0.051252093	F6_D240	F6
5031F	-0.239996186	0.154712725	F6_D240	F6
5032F	-0.213467856	0.147014292	F6_D240	F6
5034F	-0.226838659	0.068062489	F6_D240	F6
5035F	-0.235364876	0.106545548	F6_D240	F6
5037F	-0.252303936	0.073207702	F6_D240	F6
5039F	-0.221266933	0.073997811	F6_D240	F6
5042F	-0.189000885	0.132246253	F6_D240	F6
5045F	-0.216695882	0.132736898	F6_D240	F6
5046F	-0.207216986	0.137194041	F6_D240	F6
5052F	-0.218368416	0.178493274	F6_D240	F6
5054F	-0.246361602	0.126591612	F6_D240	F6
5056F	-0.221622335	0.096327924	F6_D240	F6
5058F	-0.135561278	0.159600454	F6_D240	F6
5061F	-0.169169188	0.158519	F6_D240	F6
5071F	-0.252237612	0.125929322	F6_D240	F6
5072F	-0.203513804	0.16879379	F6_D240	F6
5084F	-0.203723686	0.152016992	F6_D240	F6
5094F	-0.236429131	0.124665279	F6_D240	F6
5097F	-0.21340462	0.193660937	F6_D240	F6
5100F	-0.145669427	0.071857902	F6_D240	F6
5103F	-0.222477889	0.128606368	F6_D240	F6
5104F	-0.041076783	0.09604628	F6_D240	F6
5105F	-0.248474971	0.118066918	F6_D240	F6
5106F	-0.1931648	0.119372627	F6_D240	F6
5107F	-0.228995999	0.113287409	F6_D240	F6
5108F	-0.224226557	0.114233448	F6_D240	F6
5110F	-0.138790789	0.154375744	F6_D240	F6
5111F	-0.222566404	0.107947934	F6_D240	F6
5112F	-0.157946866	0.101910456	F6_D240	F6
5113F	-0.211056964	0.137023553	F6_D240	F6
5114F	-0.172361134	0.068835584	F6_D240	F6
5115F	-0.105167271	0.045616154	F6_D240	F6
5122F	-0.204959626	0.10968389	F6_D240	F6
5123F	-0.128180943	0.084819003	F6_D240	F6
5125F	-0.16699204	0.049685289	F6_D240	F6
5131F	-0.192601137	0.085672157	F6_D240	F6
5132F	-0.101847901	0.031603305	F6_D240	F6
5135F	-0.115043245	0.079236933	F6_D240	F6
5136F	-0.238799211	0.065966942	F6_D240	F6
5137F	-0.216385155	0.143035687	F6_D240	F6
5138F	-0.195866268	0.085143549	F6_D240	F6
5140F	-0.179872653	0.053766871	F6_D240	F6
5141F	-0.194569167	-0.012552487	F6_D240	F6
5142F	-0.159841707	0.107810329	F6_D240	F6
5143F	-0.236024898	0.071463633	F6_D240	F6
5144F	-0.153325282	0.085822916	F6_D240	F6
5149F	-0.222662509	0.090856184	F6_D240	F6
5153F	-0.229038113	0.115535613	F6_D240	F6
5155F	-0.202701772	0.090427463	F6_D240	F6
5157F	-0.229361338	0.136440032	F6_D240	F6
5158F	-0.173014717	0.130881463	F6_D240	F6
5160F	-0.219519851	0.157237912	F6_D240	F6
5163F	-0.173044207	0.058085326	F6_D240	F6
5165F	-0.140838124	0.05060494	F6_D240	F6
5167F	-0.195391427	0.10198537	F6_D240	F6
5169F	-0.173651281	0.14047407	F6_D240	F6
5173F	-0.08118184	0.096045433	F6_D240	F6
5175F	-0.178565912	0.150508148	F6_D240	F6
5176F	-0.205768868	0.124537356	F6_D240	F6
5179F	-0.220507418	0.08566332	F6_D240	F6
5181F	-0.199620815	0.113228666	F6_D240	F6
5184F	-0.218938544	0.124690101	F6_D240	F6
5186F	-0.190931159	0.066151841	F6_D240	F6
5189F	-0.209767933	0.121900672	F6_D240	F6
5202F	-0.192940692	0.179659409	F6_D240	F6
5204F	-0.227228265	0.103288183	F6_D240	F6
5205F	-0.198980425	0.105271014	F6_D240	F6
5206F	-0.132486769	0.100069226	F6_D240	F6
5208F	-0.142365479	0.138145544	F6_D240	F6
5210F	-0.237772164	0.120674927	F6_D240	F6
5218F	-0.160842282	0.134027895	F6_D240	F6
5224F	-0.25260419	0.103592977	F6_D240	F6
5229F	-0.217235455	0.092324513	F6_D240	F6
5230F	-0.132658321	0.112516556	F6_D240	F6
5235F	-0.20561674	0.087263693	F6_D240	F6
5236F	-0.109607582	0.125674736	F6_D240	F6
5237F	-0.213104855	0.081905926	F6_D240	F6
5239F	-0.232329749	0.129853344	F6_D240	F6
5240F	-0.125723277	0.097360806	F6_D240	F6
5242F	-0.192636603	0.09975031	F6_D240	F6
5244F	-0.175412143	0.054228914	F6_D240	F6
5248F	-0.108254056	0.076174113	F6_D240	F6
5250F	-0.215147722	0.082742752	F6_D240	F6
5252F	-0.225960848	0.128319966	F6_D240	F6
5254F	-0.215675562	0.1619775	F6_D240	F6
5256F	-0.12142151	0.089874543	F6_D240	F6
5260F	-0.211613562	0.129312866	F6_D240	F6
5268F	-0.221951589	0.107812414	F6_D240	F6
5275F	-0.136958952	0.129243586	F6_D240	F6
5277F	-0.167545205	0.161162702	F6_D240	F6
5284F	-0.224125497	0.114291618	F6_D240	F6
5286F	-0.194168776	0.128062664	F6_D240	F6
5288F	-0.206905478	0.102893478	F6_D240	F6
5290F	-0.210150489	0.135487324	F6_D240	F6
5293F	-0.161565182	0.079127517	F6_D240	F6
5295F	-0.224813604	0.164173635	F6_D240	F6
5297F	-0.22982012	0.125996322	F6_D240	F6
5298F	-0.254445487	0.099017563	F6_D240	F6
5299F	-0.246228728	0.104556216	F6_D240	F6
5300F	-0.214738508	0.129281873	F6_D240	F6
5302F	-0.183233738	0.128710551	F6_D240	F6
5307F	-0.243463033	0.097906061	F6_D240	F6
5309F	-0.179312044	0.1122868	F6_D240	F6
5310F	-0.166742072	0.194316824	F6_D240	F6
5313F	-0.161299103	0.078149636	F6_D240	F6
5316F	-0.140710504	0.059796372	F6_D240	F6
5319F	-0.121317065	0.152903327	F6_D240	F6
5323F	-0.17661318	0.165785918	F6_D240	F6
5329F	-0.212040574	0.158891539	F6_D240	F6
5331F	-0.151959684	0.145791337	F6_D240	F6
5332F	-0.215323504	0.145045356	F6_D240	F6
5336F	-0.223306904	0.099206288	F6_D240	F6
5341F	-0.133378416	0.163708545	F6_D240	F6
5342F	-0.141486518	0.131013613	F6_D240	F6
5343F	-0.220166646	0.144447639	F6_D240	F6
5345F	-0.227307472	0.110280776	F6_D240	F6
5347F	-0.036378235	0.079042143	F6_D240	F6
5348F	-0.153456839	0.133970793	F6_D240	F6
5350F	-0.192751997	0.141401863	F6_D240	F6
5352F	-0.189031654	0.15277467	F6_D240	F6
5354F	-0.216358381	0.14728175	F6_D240	F6
5355F	-0.055038442	0.006345642	F6_D240	F6
5356F	-0.247524473	0.108274865	F6_D240	F6
5359F	-0.155019284	0.110795022	F6_D240	F6
5362F	-0.199766321	0.140261486	F6_D240	F6
5366F	-0.17798256	0.068869714	F6_D240	F6
5370F	-0.244151036	0.099113177	F6_D240	F6
5372F	-0.130337976	0.076284085	F6_D240	F6
5374F	-0.223075266	0.142831192	F6_D240	F6
5379F	-0.196976954	0.141911106	F6_D240	F6
5380F	-0.190575524	0.169078363	F6_D240	F6
5381F	-0.189252418	0.190685912	F6_D240	F6
5382F	-0.192869414	0.103441267	F6_D240	F6
5384F	-0.121676311	0.144927389	F6_D240	F6
5385F	-0.181114274	0.126032868	F6_D240	F6
5386F	-0.12825881	0.157680883	F6_D240	F6
5393F	-0.230730478	0.142193155	F6_D240	F6
5399F	-0.205627872	0.170214996	F6_D240	F6
5401F	-0.208673625	0.144913981	F6_D240	F6
5403F	-0.238160017	0.093741378	F6_D240	F6
5404F	-0.192680583	0.137240599	F6_D240	F6
5412F	-0.186025017	0.179865352	F6_D240	F6
5415F	-0.173327607	0.153806977	F6_D240	F6
5417F	-0.20632773	0.122123104	F6_D240	F6
5419F	-0.165098971	0.103800168	F6_D240	F6
5421F	-0.106383246	0.115365535	F6_D240	F6
5422F	-0.219872178	0.102004424	F6_D240	F6
5429F	-0.163981284	0.160254356	F6_D240	F6
5431F	-0.228825103	0.14285702	F6_D240	F6
5432F	-0.202196225	0.141294067	F6_D240	F6
5434F	-0.204266133	0.161230497	F6_D240	F6
5436F	-0.223318869	0.093913997	F6_D240	F6
5440F	-0.247083574	0.128656596	F6_D240	F6
5443F	-0.215469523	0.099946781	F6_D240	F6
5444F	-0.168779669	0.153828919	F6_D240	F6
5446F	-0.19655403	0.156459198	F6_D240	F6
5447F	-0.159980707	0.155145716	F6_D240	F6
5449F	-0.209050578	0.037966074	F6_D240	F6
5450F	-0.253288179	0.129144218	F6_D240	F6
5453F	-0.185250296	0.189794275	F6_D240	F6
5455F	-0.1169475	0.134635252	F6_D240	F6
5457F	-0.226184846	0.11349974	F6_D240	F6
5472F	-0.082769576	0.165767295	F6_D240	F6
5476F	-0.09724027	0.132304269	F6_D240	F6
5478F	-0.202223434	0.19755961	F6_D240	F6
5480F	-0.187168636	0.180598009	F6_D240	F6
5485F	-0.215824182	0.158552266	F6_D240	F6
5486F	-0.202589517	0.076346713	F6_D240	F6
5487F	-0.177294704	0.154957799	F6_D240	F6
5490F	-0.224468084	0.134509457	F6_D240	F6
5494F	-0.090319808	0.156354284	F6_D240	F6
5497F	-0.180067363	0.139400803	F6_D240	F6
5498F	-0.080448905	0.109278446	F6_D240	F6
5500F	-0.124314162	0.15618598	F6_D240	F6
5501F	-0.181982144	0.15722149	F6_D240	F6
5502F	-0.222778816	0.156476729	F6_D240	F6
5505F	-0.222216863	0.108945575	F6_D240	F6
5507F	-0.220682673	0.117856129	F6_D240	F6
5509F	-0.148591314	0.178763531	F6_D240	F6
5510F	-0.109195409	0.112107121	F6_D240	F6
5511F	-0.180901131	0.141232468	F6_D240	F6
5512F	-0.15059983	0.150294263	F6_D240	F6
5513F	-0.214456696	0.128423943	F6_D240	F6
5515F	-0.210103176	0.126917503	F6_D240	F6
5520F	-0.16866606	0.189611546	F6_D240	F6
5524F	-0.225922015	0.175804709	F6_D240	F6
5525F	-0.231429536	0.128761421	F6_D240	F6
5526F	-0.207310874	0.151099046	F6_D240	F6
5533F	-0.227262005	0.138115689	F6_D240	F6
5560F	-0.128631398	0.163531825	F6_D240	F6
5569F	-0.143151416	0.196378551	F6_D240	F6
5570F	-0.22119522	0.093616829	F6_D240	F6
5571F	-0.180184862	0.182669445	F6_D240	F6
5572F	-0.031938208	0.03550929	F6_D240	F6
5574F	-0.195436528	0.15388122	F6_D240	F6
5575F	-0.159208095	0.162689009	F6_D240	F6
5582F	-0.233394477	0.093040673	F6_D240	F6
5589F	-0.196799233	0.10244003	F6_D240	F6
5594F	-0.207579826	0.085063817	F6_D240	F6
5595F	-0.185819241	0.157547466	F6_D240	F6
5602F	-0.226078783	0.085426557	F6_D240	F6
5604F	-0.180103031	0.112083122	F6_D240	F6
5606F	-0.21719783	0.115988653	F6_D240	F6
5608F	-0.17915146	0.181909533	F6_D240	F6
5610F	-0.236610464	0.065851087	F6_D240	F6
5612F	-0.186134949	0.11873105	F6_D240	F6
5615F	-0.225205038	0.119224365	F6_D240	F6
5617F	-0.244747252	0.098421597	F6_D240	F6
5619F	-0.166439139	0.1643794	F6_D240	F6
5622F	-0.167996519	0.116964882	F6_D240	F6
5629F	-0.181329033	0.162290439	F6_D240	F6
5633F	-0.127047321	0.153351855	F6_D240	F6
5634F	-0.232939337	0.043026464	F6_D240	F6
5635F	-0.240608329	0.101801963	F6_D240	F6
5638F	-0.235047854	0.059704449	F6_D240	F6
5640F	-0.220298392	0.115091105	F6_D240	F6
5641F	-0.184036384	0.091207712	F6_D240	F6
5642F	-0.169650065	0.046914191	F6_D240	F6
5647F	-0.196316144	0.097771629	F6_D240	F6
5652F	-0.173784527	0.077764395	F6_D240	F6
4840I	0.319855215	-0.01078199	F6_IC	F6
4842I	0.603799252	0.175998517	F6_IC	F6
4843I	0.579744732	0.116969002	F6_IC	F6
4844I	0.539503953	0.159115214	F6_IC	F6
4845I	0.255002517	-0.038061438	F6_IC	F6
4846I	0.522328516	0.068105481	F6_IC	F6
4847I	0.553464397	0.103233597	F6_IC	F6
4850I	0.242017793	-0.001852304	F6_IC	F6
4856I	0.294806259	-0.03297266	F6_IC	F6
4872I	0.521959041	0.086895881	F6_IC	F6
4873I	0.59764051	0.148148711	F6_IC	F6
4878I	0.574369924	0.166773687	F6_IC	F6
4881I	0.410817653	0.019986862	F6_IC	F6
4882I	0.405104697	0.012402381	F6_IC	F6
4888I	0.550145564	0.109839096	F6_IC	F6
4889I	0.57459415	0.165569452	F6_IC	F6
4890I	0.397508211	0.021105943	F6_IC	F6
4894I	0.470570817	0.09333637	F6_IC	F6
4903I	0.544048234	0.169876611	F6_IC	F6
4905I	0.420977577	0.04497758	F6_IC	F6
4908I	0.61945246	0.146858063	F6_IC	F6
4910I	0.625483982	0.168653704	F6_IC	F6
4912I	0.561240864	0.162510581	F6_IC	F6
4915I	0.500597987	0.14566414	F6_IC	F6
4916I	0.236266806	-0.021529588	F6_IC	F6
4922I	0.584205344	0.160934841	F6_IC	F6
4923I	0.230893237	-0.023376092	F6_IC	F6
4924I	0.253527938	-0.029996466	F6_IC	F6
4926I	0.444821097	0.079853515	F6_IC	F6
4928I	0.566487843	0.103624566	F6_IC	F6
4930I	0.56775977	0.13341554	F6_IC	F6
4936I	0.567077887	0.16152126	F6_IC	F6
4942I	0.617875938	0.159340106	F6_IC	F6
4943I	0.231529668	-0.026870036	F6_IC	F6
4945I	0.399631683	0.010505874	F6_IC	F6
4946I	0.516901909	0.066045489	F6_IC	F6
4947I	0.159594944	-0.035597023	F6_IC	F6
4948I	0.487634815	0.129108998	F6_IC	F6
4950I	0.503021945	0.119541888	F6_IC	F6
4952I	0.364199491	0.037558217	F6_IC	F6
4954I	0.591579744	0.16361491	F6_IC	F6
4958I	0.338343575	-0.015182181	F6_IC	F6
4960I	0.641269254	0.172353664	F6_IC	F6
4961I	0.583163459	0.134178054	F6_IC	F6
4962I	0.40257843	0.020924584	F6_IC	F6
4967I	0.53418327	0.172150996	F6_IC	F6
4968I	0.576701723	0.166507689	F6_IC	F6
4969I	0.639708689	0.164967661	F6_IC	F6
4972I	0.538527677	0.099186786	F6_IC	F6
4973I	0.643526121	0.165907244	F6_IC	F6
4974I	0.617221436	0.169614592	F6_IC	F6
4975I	0.554503176	0.094164384	F6_IC	F6
4976I	0.455639371	0.131616801	F6_IC	F6
4978I	0.556887776	0.171926184	F6_IC	F6
4979I	0.428695972	0.029164442	F6_IC	F6
4981I	0.311474385	-0.023015727	F6_IC	F6
4982I	0.520040183	0.06645408	F6_IC	F6
4983I	0.521820611	0.068390535	F6_IC	F6
4984I	0.630778604	0.165120343	F6_IC	F6
4987I	0.487872543	0.093536929	F6_IC	F6
4988I	0.661750659	0.178923073	F6_IC	F6
4989I	0.559566229	0.154040587	F6_IC	F6
4990I	0.558910928	0.154567321	F6_IC	F6
4992I	0.608312894	0.171091988	F6_IC	F6
4997I	0.573917465	0.166363523	F6_IC	F6
4999I	0.444789302	0.080203836	F6_IC	F6
5003I	0.559883402	0.136289506	F6_IC	F6
5007I	0.526271396	0.088414055	F6_IC	F6
5012I	0.549977	0.152201297	F6_IC	F6
5014I	0.613045117	0.134237335	F6_IC	F6
5018I	0.642368265	0.175827728	F6_IC	F6
5020I	0.489735929	0.081752569	F6_IC	F6
5021I	0.459746678	0.088822932	F6_IC	F6
5023I	0.643742562	0.171423432	F6_IC	F6
5028I	0.567876304	0.132676058	F6_IC	F6
5031I	0.400127472	0.035554549	F6_IC	F6
5032I	0.605709381	0.128498024	F6_IC	F6
5034I	0.562981169	0.143727406	F6_IC	F6
5035I	0.397262197	0.120159253	F6_IC	F6
5037I	0.601661269	0.143154962	F6_IC	F6
5042I	0.605160911	0.12628371	F6_IC	F6
5046I	0.556482291	0.162309682	F6_IC	F6
5049I	0.469624801	0.112918124	F6_IC	F6
5052I	0.616633419	0.153290429	F6_IC	F6
5054I	0.610612812	0.13705823	F6_IC	F6
5058I	0.438180432	0.132651953	F6_IC	F6
5061I	0.473363808	0.155925452	F6_IC	F6
5070I	0.585158811	0.12695089	F6_IC	F6
5071I	0.583222399	0.138407942	F6_IC	F6
5072I	0.628693269	0.164405596	F6_IC	F6
5084I	0.497030389	0.123873774	F6_IC	F6
5094I	0.639790083	0.170717171	F6_IC	F6
5097I	0.60434151	0.16385805	F6_IC	F6
5100I	0.612173401	0.148429915	F6_IC	F6
5103I	0.279135413	-0.033891157	F6_IC	F6
5104I	0.537117451	0.039376097	F6_IC	F6
5105I	0.55776924	0.143836651	F6_IC	F6
5106I	0.642903222	0.158696651	F6_IC	F6
5107I	0.560216512	0.133065216	F6_IC	F6
5108I	0.594752471	0.119371907	F6_IC	F6
5110I	0.589285474	0.140893854	F6_IC	F6
5111I	0.604658139	0.132020341	F6_IC	F6
5112I	0.627513407	0.161350675	F6_IC	F6
5113I	0.49977192	0.12043198	F6_IC	F6
5114I	0.610427479	0.13657986	F6_IC	F6
5115I	0.533646092	0.118515956	F6_IC	F6
5122I	0.596685321	0.122593065	F6_IC	F6
5123I	0.263225076	-0.019576841	F6_IC	F6
5125I	0.537425436	0.147204115	F6_IC	F6
5131I	0.557845613	0.098947654	F6_IC	F6
5132I	0.578918761	0.154042185	F6_IC	F6
5135I	0.614164461	0.167766781	F6_IC	F6
5136I	0.566416796	0.139964094	F6_IC	F6
5137I	0.628309037	0.118717604	F6_IC	F6
5138I	0.419659898	0.08108184	F6_IC	F6
5140I	0.597085166	0.135357093	F6_IC	F6
5141I	0.395529374	0.013447458	F6_IC	F6
5142I	0.361887233	0.03585787	F6_IC	F6
5143I	0.580405301	0.089604012	F6_IC	F6
5144I	0.485774936	0.069739216	F6_IC	F6
5145I	0.626658283	0.146474175	F6_IC	F6
5153I	0.237331334	-0.019251211	F6_IC	F6
5155I	0.450482702	0.035402212	F6_IC	F6
5157I	0.612971034	0.135219479	F6_IC	F6
5158I	0.583957173	0.13257825	F6_IC	F6
5160I	0.431009517	0.108664809	F6_IC	F6
5163I	0.622835845	0.150084274	F6_IC	F6
5165I	0.640284373	0.149779724	F6_IC	F6
5167I	0.611957163	0.11424607	F6_IC	F6
5169I	0.4477633	0.056279615	F6_IC	F6
5173I	0.572673863	0.176129914	F6_IC	F6
5175I	0.606238822	0.070587485	F6_IC	F6
5176I	0.221103088	-0.020250126	F6_IC	F6
5179I	0.641768236	0.170691003	F6_IC	F6
5181I	0.565651355	0.185075654	F6_IC	F6
5184I	0.585169677	0.124334667	F6_IC	F6
5186I	0.364256744	-0.016121847	F6_IC	F6
5189I	0.580579159	0.188155486	F6_IC	F6
5202I	0.498340851	0.072145657	F6_IC	F6
5204I	0.552687736	0.128259162	F6_IC	F6
5205I	0.629253204	0.146087383	F6_IC	F6
5206I	0.47428693	0.101962168	F6_IC	F6
5208I	0.524734601	0.187820302	F6_IC	F6
5210I	0.605123992	0.144321698	F6_IC	F6
5218I	0.229504589	-0.024627696	F6_IC	F6
5224I	0.578884177	0.140789579	F6_IC	F6
5229I	0.515852115	0.131323374	F6_IC	F6
5230I	0.231983755	-0.021846627	F6_IC	F6
5231I	0.581543153	0.180151031	F6_IC	F6
5235I	0.482077589	0.133032164	F6_IC	F6
5236I	0.417268041	0.050928489	F6_IC	F6
5237I	0.548549585	0.150217971	F6_IC	F6
5239I	0.432050808	0.139443477	F6_IC	F6
5240I	0.568344823	0.131256894	F6_IC	F6
5242I	0.644066841	0.182068761	F6_IC	F6
5244I	0.482952622	0.114117649	F6_IC	F6
5248I	0.36554676	0.012949666	F6_IC	F6
5250I	0.492902033	0.05797633	F6_IC	F6
5252I	0.266699344	-0.031727861	F6_IC	F6
5254I	0.557257292	0.155524124	F6_IC	F6
5256I	0.289152029	-0.016922822	F6_IC	F6
5258I	0.560355439	0.159965491	F6_IC	F6
5260I	0.53741449	0.086793085	F6_IC	F6
5268I	0.641236502	0.165843825	F6_IC	F6
5275I	0.618358891	0.172938934	F6_IC	F6
5277I	0.438995079	0.045788618	F6_IC	F6
5284I	0.658737562	0.17714019	F6_IC	F6
5286I	0.595911983	0.187032111	F6_IC	F6
5288I	0.607792443	0.175432909	F6_IC	F6
5290I	0.641033714	0.159015133	F6_IC	F6
5293I	0.600278727	0.165224894	F6_IC	F6
5295I	0.220996651	-0.018530459	F6_IC	F6
5297I	0.478332994	0.048229576	F6_IC	F6
5298I	0.55713087	0.09079665	F6_IC	F6
5299I	0.572322508	0.154000525	F6_IC	F6
5300I	0.574926216	0.133676911	F6_IC	F6
5301I	0.406923109	-0.091266328	F6_IC	F6
5302I	0.624481486	0.109939656	F6_IC	F6
5305I	0.618802958	0.074002815	F6_IC	F6
5307I	0.506541701	-0.013621205	F6_IC	F6
5309I	0.6242619	0.152579307	F6_IC	F6
5313I	0.59738541	0.136688642	F6_IC	F6
5316I	0.330807109	-0.012016795	F6_IC	F6
5318I	0.558401527	0.172377451	F6_IC	F6
5319I	0.61827214	0.155229534	F6_IC	F6
5323I	0.5349951	0.156020393	F6_IC	F6
5329I	0.38569621	0.003389266	F6_IC	F6
5331I	0.555447381	0.164756095	F6_IC	F6
5332I	0.568932479	0.136571793	F6_IC	F6
5336I	0.529100604	0.164219073	F6_IC	F6
5341I	0.625274183	0.174483854	F6_IC	F6
5342I	0.402216498	0.007203104	F6_IC	F6
5343I	0.651863308	0.16834284	F6_IC	F6
5345I	0.59640303	0.181651013	F6_IC	F6
5347I	0.600070013	0.167361268	F6_IC	F6
5348I	0.551343628	0.166688516	F6_IC	F6
5350I	0.416477947	-0.002828731	F6_IC	F6
5352I	0.612200981	0.127537092	F6_IC	F6
5354I	0.526664147	0.14997377	F6_IC	F6
5355I	0.235233241	-0.018276776	F6_IC	F6
5356I	0.632862799	0.158686117	F6_IC	F6
5359I	0.62398516	0.16833945	F6_IC	F6
5362I	0.385213747	-0.108226696	F6_IC	F6
5366I	0.606467176	0.123924286	F6_IC	F6
5370I	0.343400057	0.003337663	F6_IC	F6
5372I	0.614393771	0.141863148	F6_IC	F6
5374I	0.568202015	0.096382785	F6_IC	F6
5379I	0.493407247	0.057085631	F6_IC	F6
5380I	0.597927353	0.127253406	F6_IC	F6
5381I	0.594867412	0.171985215	F6_IC	F6
5382I	0.495193642	0.06831864	F6_IC	F6
5385I	0.535159969	0.07589077	F6_IC	F6
5386I	0.593152658	0.151894006	F6_IC	F6
5390I	0.473828988	0.114139054	F6_IC	F6
5393I	0.629710881	0.157105536	F6_IC	F6
5399I	0.588229106	0.101571944	F6_IC	F6
5401I	0.50304401	0.055068841	F6_IC	F6
5403I	0.459034028	0.040961621	F6_IC	F6
5404I	0.540669556	0.082529281	F6_IC	F6
5412I	0.663209042	0.188510847	F6_IC	F6
5415I	0.406193209	0.005626763	F6_IC	F6
5416I	0.3156243	-0.01291206	F6_IC	F6
5417I	0.485613862	0.094255751	F6_IC	F6
5419I	0.542783461	0.091367891	F6_IC	F6
5420I	0.571808762	0.17979912	F6_IC	F6
5421I	0.548330177	0.159538339	F6_IC	F6
5422I	0.582064086	0.132490779	F6_IC	F6
5429I	0.479340084	0.166831636	F6_IC	F6
5431I	0.575617228	0.091089354	F6_IC	F6
5432I	0.584607215	0.140176895	F6_IC	F6
5434I	0.532595253	0.073860966	F6_IC	F6
5436I	0.549848777	0.119664517	F6_IC	F6
5440I	0.659951008	0.176852677	F6_IC	F6
5443I	0.608521995	0.139084798	F6_IC	F6
5444I	0.226961454	-0.02412789	F6_IC	F6
5446I	0.600931791	0.143262172	F6_IC	F6
5447I	0.234879216	-0.020610998	F6_IC	F6
5449I	0.571955241	0.108340385	F6_IC	F6
5450I	0.64072264	0.157439478	F6_IC	F6
5453I	0.516969581	0.03485491	F6_IC	F6
5455I	0.535103083	0.073416455	F6_IC	F6
5457I	0.559288665	0.141745017	F6_IC	F6
5472I	0.584182805	0.157363553	F6_IC	F6
5476I	0.46368182	0.055329516	F6_IC	F6
5478I	0.583025392	0.151199187	F6_IC	F6
5485I	0.62084419	0.134421635	F6_IC	F6
5486I	0.552502171	0.140531772	F6_IC	F6
5487I	0.57218589	0.177817357	F6_IC	F6
5490I	0.286163298	-0.023128385	F6_IC	F6
5494I	0.558731985	0.087459453	F6_IC	F6
5497I	0.572232742	0.107342244	F6_IC	F6
5498I	0.512860476	0.182551144	F6_IC	F6
5500I	0.506393843	0.132331692	F6_IC	F6
5501I	0.375367205	-0.009049978	F6_IC	F6
5502I	0.587646539	0.189269553	F6_IC	F6
5505I	0.630827012	0.149382285	F6_IC	F6
5507I	0.550836172	0.096358108	F6_IC	F6
5509I	0.52928978	0.122532635	F6_IC	F6
5510I	0.581275807	0.116222817	F6_IC	F6
5512I	0.574787385	0.170358236	F6_IC	F6
5513I	0.567878016	0.187005416	F6_IC	F6
5515I	0.458973633	0.100406958	F6_IC	F6
5517I	0.571048495	0.175643914	F6_IC	F6
5520I	0.64922792	0.175694346	F6_IC	F6
