DS	TAX	HER1	HER2	LEVEL
CC	Otu3305	0.0000 	0.0000 	OTUs
CC	Otu16179	0.0000 	0.0000 	OTUs
CC	Otu16225	0.0000 	0.0000 	OTUs
CC	Otu1322	0.0000 	0.0000 	OTUs
CC	Otu618	0.0000 	0.0000 	OTUs
CC	Otu21346	0.0000 	0.0000 	OTUs
CC	Otu7842	0.0000 	0.0000 	OTUs
CC	Otu9711	0.0000 	0.0000 	OTUs
CC	Otu15832	0.0000 	0.0000 	OTUs
CC	Otu506	0.0000 	0.0000 	OTUs
CC	Otu11505	0.0000 	0.0000 	OTUs
CC	Otu1002	0.0000 	0.0000 	OTUs
CC	Otu489	0.0000 	0.0000 	OTUs
CC	Otu22591	0.0000 	0.0000 	OTUs
CC	Otu147	0.0000 	0.0000 	OTUs
CC	Otu28833	0.0000 	0.0000 	OTUs
CC	Otu575	0.0000 	0.0000 	OTUs
CC	Otu16617	0.0000 	0.0000 	OTUs
CC	Otu12844	0.0000 	0.0000 	OTUs
CC	Otu7168	0.0000 	0.0000 	OTUs
CC	Otu30624	0.0000 	0.0000 	OTUs
CC	Otu6909	0.0000 	0.0000 	OTUs
CC	Otu8915	0.0000 	0.0000 	OTUs
CC	Otu31118	0.0000 	0.0000 	OTUs
CC	Otu9275	0.0000 	0.0000 	OTUs
CC	Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacteriales.Enterobacteriaceae.Escherichia	0.0000 	0.0000 	Genus
CC	Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacteriales.Enterobacteriaceae.Escherichia.Escherichia_coli	0.0000 	0.0000 	Species
CC	Otu99	0.0000 	0.0000 	OTUs
CC	Otu7151	0.0000 	0.0000 	OTUs
CC	Otu29111	0.0000 	0.0000 	OTUs
CC	Otu7407	0.0000 	0.0000 	OTUs
CC	Otu15745	0.0000 	0.0000 	OTUs
CC	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae	0.0000 	0.0000 	Family
CC	Otu16305	0.0000 	0.0000 	OTUs
CC	Otu26881	0.0000 	0.0000 	OTUs
CC	Otu7143	0.0000 	0.0000 	OTUs
CC	Otu11953	0.0000 	0.0000 	OTUs
CC	Otu478	0.0000 	0.0000 	OTUs
CC	Otu16152	0.0000 	0.0000 	OTUs
CC	Otu7251	0.0000 	0.0000 	OTUs
CC	Otu7231	0.0000 	0.0000 	OTUs
CC	Otu7663	0.0000 	0.0000 	OTUs
CC	Otu1061	0.0000 	0.0000 	OTUs
CC	Otu413	0.0000 	0.0000 	OTUs
CC	Otu7050	0.0000 	0.0000 	OTUs
CC	Otu1140	0.0000 	0.0000 	OTUs
CC	Otu7770	0.0000 	0.0000 	OTUs
CC	Bacteria.Firmicutes.Bacilli.Lactobacillales.Aerococcaceae	0.0000 	0.0000 	Family
CC	Otu26415	0.0000 	0.0000 	OTUs
CC	Otu581	0.0000 	0.0000 	OTUs
CC	Otu7753	0.0000 	0.0000 	OTUs
CC	Otu23498	0.0000 	0.0000 	OTUs
CC	Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae	0.0000 	0.0000 	Family
CC	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides_fragilis	0.0000 	0.0000 	Species
CC	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Paraprevotellaceae.CF231	0.0000 	0.0000 	Genus
CC	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae.Paludibacter	0.0000 	0.0000 	Genus
CC	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.RF16	0.0000 	0.0000 	Family
CC	Bacteria.Fibrobacteres	0.0000 	0.0000 	Phylum
CC	Bacteria.Fibrobacteres.Fibrobacteria	0.0000 	0.0000 	Class
CC	Bacteria.Fibrobacteres.Fibrobacteria.Fibrobacterales	0.0000 	0.0000 	Order
CC	Bacteria.Fibrobacteres.Fibrobacteria.Fibrobacterales.Fibrobacteraceae	0.0000 	0.0000 	Family
CC	Bacteria.Fibrobacteres.Fibrobacteria.Fibrobacterales.Fibrobacteraceae.Fibrobacter	0.0000 	0.0000 	Genus
CC	Bacteria.Fibrobacteres.Fibrobacteria.Fibrobacterales.Fibrobacteraceae.Fibrobacter.Fibrobacter_succinogenes	0.0000 	0.0000 	Species
CC	Bacteria.Firmicutes	0.0000 	0.0000 	Phylum
CC	Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.Lactobacillus_mucosae	0.0000 	0.0000 	Species
CC	Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium_celatum	0.0000 	0.0000 	Species
CC	Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia	0.0000 	0.0000 	Genus
CC	Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae	0.0000 	0.0000 	Family
CC	Bacteria.Lentisphaerae	0.0000 	0.0000 	Phylum
CC	Bacteria.Lentisphaerae.Lentisphaeria	0.0000 	0.0000 	Class
CC	Bacteria.Proteobacteria	0.0000 	0.0000 	Phylum
CC	Bacteria.Spirochaetes.Spirochaetes.Sphaerochaetales	0.0000 	0.0000 	Order
CC	Bacteria.Spirochaetes.Spirochaetes.Sphaerochaetales.Sphaerochaetaceae	0.0000 	0.0000 	Family
CC	Bacteria.Spirochaetes.Spirochaetes.Sphaerochaetales.Sphaerochaetaceae.Sphaerochaeta	0.0000 	0.0000 	Genus
CC	Bacteria.Thermi	0.0000 	0.0000 	Phylum
CC	Bacteria.Thermi.Deinococci	0.0000 	0.0000 	Class
CC	Bacteria.WPS.2	0.0000 	0.0000 	Phylum
CC	Otu10025	0.0000 	0.0000 	OTUs
CC	Otu1010	0.0000 	0.0000 	OTUs
CC	Otu10101	0.0000 	0.0000 	OTUs
CC	Otu10648	0.0000 	0.0000 	OTUs
CC	Otu10663	0.0000 	0.0000 	OTUs
CC	Otu1106	0.0000 	0.0000 	OTUs
CC	Otu11129	0.0000 	0.0000 	OTUs
CC	Otu1124	0.0000 	0.0000 	OTUs
CC	Otu1150	0.0000 	0.0000 	OTUs
CC	Otu11536	0.0000 	0.0000 	OTUs
CC	Otu117	0.0000 	0.0000 	OTUs
CC	Otu1177	0.0000 	0.0000 	OTUs
CC	Otu118	0.0000 	0.0000 	OTUs
CC	Otu1196	0.0000 	0.0000 	OTUs
CC	Otu1218	0.0000 	0.0000 	OTUs
CC	Otu12246	0.0000 	0.0000 	OTUs
CC	Otu12292	0.0000 	0.0000 	OTUs
CC	Otu12437	0.0000 	0.0000 	OTUs
CC	Otu12900	0.0000 	0.0000 	OTUs
CC	Otu131	0.0000 	0.0000 	OTUs
CC	Otu1313	0.0000 	0.0000 	OTUs
CC	Otu13289	0.0000 	0.0000 	OTUs
CC	Otu13417	0.0000 	0.0000 	OTUs
CC	Otu14143	0.0000 	0.0000 	OTUs
CC	Otu152	0.0000 	0.0000 	OTUs
CC	Otu1528	0.0000 	0.0000 	OTUs
CC	Otu15676	0.0000 	0.0000 	OTUs
CC	Otu15715	0.0000 	0.0000 	OTUs
CC	Otu15774	0.0000 	0.0000 	OTUs
CC	Otu15822	0.0000 	0.0000 	OTUs
CC	Otu15824	0.0000 	0.0000 	OTUs
CC	Otu15836	0.0000 	0.0000 	OTUs
CC	Otu16030	0.0000 	0.0000 	OTUs
CC	Otu16048	0.0000 	0.0000 	OTUs
CC	Otu16058	0.0000 	0.0000 	OTUs
CC	Otu1611	0.0000 	0.0000 	OTUs
CC	Otu16646	0.0000 	0.0000 	OTUs
CC	Otu16868	0.0000 	0.0000 	OTUs
CC	Otu16985	0.0000 	0.0000 	OTUs
CC	Otu17012	0.0000 	0.0000 	OTUs
CC	Otu17241	0.0000 	0.0000 	OTUs
CC	Otu17279	0.0000 	0.0000 	OTUs
CC	Otu17286	0.0000 	0.0000 	OTUs
CC	Otu17546	0.0000 	0.0000 	OTUs
CC	Otu189	0.0000 	0.0000 	OTUs
CC	Otu19661	0.0000 	0.0000 	OTUs
CC	Otu19825	0.0000 	0.0000 	OTUs
CC	Otu19831	0.0000 	0.0000 	OTUs
CC	Otu201	0.0000 	0.0000 	OTUs
CC	Otu205	0.0000 	0.0000 	OTUs
CC	Otu21	0.0000 	0.0000 	OTUs
CC	Otu21309	0.0000 	0.0000 	OTUs
CC	Otu21330	0.0000 	0.0000 	OTUs
CC	Otu214	0.0000 	0.0000 	OTUs
CC	Otu21440	0.0000 	0.0000 	OTUs
CC	Otu21662	0.0000 	0.0000 	OTUs
CC	Otu22089	0.0000 	0.0000 	OTUs
CC	Otu23102	0.0000 	0.0000 	OTUs
CC	Otu240	0.0000 	0.0000 	OTUs
CC	Otu24263	0.0000 	0.0000 	OTUs
CC	Otu25281	0.0000 	0.0000 	OTUs
CC	Otu25379	0.0000 	0.0000 	OTUs
CC	Otu26244	0.0000 	0.0000 	OTUs
CC	Otu26265	0.0000 	0.0000 	OTUs
CC	Otu26721	0.0000 	0.0000 	OTUs
CC	Otu27273	0.0000 	0.0000 	OTUs
CC	Otu27442	0.0000 	0.0000 	OTUs
CC	Otu27541	0.0000 	0.0000 	OTUs
CC	Otu27567	0.0000 	0.0000 	OTUs
CC	Otu27898	0.0000 	0.0000 	OTUs
CC	Otu28465	0.0000 	0.0000 	OTUs
CC	Otu28596	0.0000 	0.0000 	OTUs
CC	Otu29998	0.0000 	0.0000 	OTUs
CC	Otu30508	0.0000 	0.0000 	OTUs
CC	Otu31123	0.0000 	0.0000 	OTUs
CC	Otu31401	0.0000 	0.0000 	OTUs
CC	Otu31448	0.0000 	0.0000 	OTUs
CC	Otu31461	0.0000 	0.0000 	OTUs
CC	Otu31624	0.0000 	0.0000 	OTUs
CC	Otu3258	0.0000 	0.0000 	OTUs
CC	Otu329	0.0000 	0.0000 	OTUs
CC	Otu3399	0.0000 	0.0000 	OTUs
CC	Otu3548	0.0000 	0.0000 	OTUs
CC	Otu375	0.0000 	0.0000 	OTUs
CC	Otu3791	0.0000 	0.0000 	OTUs
CC	Otu382	0.0000 	0.0000 	OTUs
CC	Otu3901	0.0000 	0.0000 	OTUs
CC	Otu4225	0.0000 	0.0000 	OTUs
CC	Otu458	0.0000 	0.0000 	OTUs
CC	Otu48	0.0000 	0.0000 	OTUs
CC	Otu482	0.0000 	0.0000 	OTUs
CC	Otu486	0.0000 	0.0000 	OTUs
CC	Otu573	0.0000 	0.0000 	OTUs
CC	Otu5816	0.0000 	0.0000 	OTUs
CC	Otu5877	0.0000 	0.0000 	OTUs
CC	Otu5905	0.0000 	0.0000 	OTUs
CC	Otu5914	0.0000 	0.0000 	OTUs
CC	Otu5958	0.0000 	0.0000 	OTUs
CC	Otu6027	0.0000 	0.0000 	OTUs
CC	Otu6113	0.0000 	0.0000 	OTUs
CC	Otu629	0.0000 	0.0000 	OTUs
CC	Otu639	0.0000 	0.0000 	OTUs
CC	Otu6400	0.0000 	0.0000 	OTUs
CC	Otu6461	0.0000 	0.0000 	OTUs
CC	Otu650	0.0000 	0.0000 	OTUs
CC	Otu6563	0.0000 	0.0000 	OTUs
CC	Otu658	0.0000 	0.0000 	OTUs
CC	Otu6598	0.0000 	0.0000 	OTUs
CC	Otu6647	0.0000 	0.0000 	OTUs
CC	Otu677	0.0000 	0.0000 	OTUs
CC	Otu684	0.0000 	0.0000 	OTUs
CC	Otu6899	0.0000 	0.0000 	OTUs
CC	Otu6982	0.0000 	0.0000 	OTUs
CC	Otu6985	0.0000 	0.0000 	OTUs
CC	Otu6987	0.0000 	0.0000 	OTUs
CC	Otu70	0.0000 	0.0000 	OTUs
CC	Otu7016	0.0000 	0.0000 	OTUs
CC	Otu7022	0.0000 	0.0000 	OTUs
CC	Otu7039	0.0000 	0.0000 	OTUs
CC	Otu7069	0.0000 	0.0000 	OTUs
CC	Otu7088	0.0000 	0.0000 	OTUs
CC	Otu7116	0.0000 	0.0000 	OTUs
CC	Otu7119	0.0000 	0.0000 	OTUs
CC	Otu713	0.0000 	0.0000 	OTUs
CC	Otu7149	0.0000 	0.0000 	OTUs
CC	Otu7163	0.0000 	0.0000 	OTUs
CC	Otu7169	0.0000 	0.0000 	OTUs
CC	Otu7255	0.0000 	0.0000 	OTUs
CC	Otu7259	0.0000 	0.0000 	OTUs
CC	Otu7286	0.0000 	0.0000 	OTUs
CC	Otu7291	0.0000 	0.0000 	OTUs
CC	Otu7356	0.0000 	0.0000 	OTUs
CC	Otu7429	0.0000 	0.0000 	OTUs
CC	Otu780	0.0000 	0.0000 	OTUs
CC	Otu7802	0.0000 	0.0000 	OTUs
CC	Otu7829	0.0000 	0.0000 	OTUs
CC	Otu7849	0.0000 	0.0000 	OTUs
CC	Otu7987	0.0000 	0.0000 	OTUs
CC	Otu8065	0.0000 	0.0000 	OTUs
CC	Otu8093	0.0000 	0.0000 	OTUs
CC	Otu8292	0.0000 	0.0000 	OTUs
CC	Otu8524	0.0000 	0.0000 	OTUs
CC	Otu8656	0.0000 	0.0000 	OTUs
CC	Otu8694	0.0000 	0.0000 	OTUs
CC	Otu8800	0.0000 	0.0000 	OTUs
CC	Otu8832	0.0000 	0.0000 	OTUs
CC	Otu8975	0.0000 	0.0000 	OTUs
CC	Otu9068	0.0000 	0.0000 	OTUs
CC	Otu9121	0.0000 	0.0000 	OTUs
CC	Otu913	0.0000 	0.0000 	OTUs
CC	Otu9172	0.0000 	0.0000 	OTUs
CC	Otu9341	0.0000 	0.0000 	OTUs
CC	Otu9442	0.0000 	0.0000 	OTUs
CC	Otu962	0.0000 	0.0000 	OTUs
D120	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.RF16	0.4374 	0.4518 	Family
D120	Otu599	0.3788 	0.3857 	OTUs
D120	Otu6983	0.3184 	0.3184 	OTUs
D120	Otu9950	0.3033 	0.3034 	OTUs
D120	Otu11000	0.2860 	0.2860 	OTUs
D120	Otu601	0.2833 	0.2833 	OTUs
D120	Otu600	0.2756 	0.3065 	OTUs
D120	Otu16266	0.2731 	0.2509 	OTUs
D120	Otu650	0.2709 	0.2707 	OTUs
D120	Otu717	0.2604 	0.2806 	OTUs
D120	Bacteria.Verrucomicrobia	0.2583 	0.2583 	Phylum
D120	Bacteria.Proteobacteria.Gammaproteobacteria	0.2565 	0.2565 	Class
D120	Otu21538	0.2537 	0.2537 	OTUs
D120	Otu7042	0.2529 	0.2529 	OTUs
D120	Otu4759	0.2519 	0.2417 	OTUs
D120	Otu693	0.2423 	0.2423 	OTUs
D120	Otu8651	0.2394 	0.2394 	OTUs
D120	Otu8661	0.2346 	0.2346 	OTUs
D120	Otu109	0.2323 	0.2323 	OTUs
D120	Otu7397	0.2318 	0.2188 	OTUs
D120	Bacteria.Firmicutes.Bacilli.Lactobacillales	0.2317 	0.2317 	Order
D120	Otu31110	0.2292 	0.2220 	OTUs
D120	Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus	0.2256 	0.2256 	Genus
D120	Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae	0.2255 	0.2255 	Family
D120	Otu7082	0.2248 	0.2248 	OTUs
D120	Otu5866	0.2228 	0.2169 	OTUs
D120	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Paraprevotellaceae.YRC22	0.2184 	0.2184 	Genus
D120	Otu9031	0.2174 	0.2158 	OTUs
D120	Bacteria.Firmicutes.Bacilli	0.2152 	0.2152 	Class
D120	Otu10614	0.2102 	0.2103 	OTUs
D120	Otu25680	0.2083 	0.2083 	OTUs
D120	Otu612	0.2065 	0.2065 	OTUs
D120	Otu5896	0.2060 	0.2060 	OTUs
D120	Otu7758	0.2051 	0.1965 	OTUs
D120	Otu5895	0.2044 	0.2022 	OTUs
D120	Otu8941	0.2043 	0.2043 	OTUs
D120	Otu9556	0.2029 	0.2029 	OTUs
D120	Otu1149	0.1994 	0.1994 	OTUs
D120	Otu42	0.1962 	0.1962 	OTUs
D120	Otu16017	0.1954 	0.1865 	OTUs
D120	Otu635	0.1949 	0.1949 	OTUs
D120	Otu381	0.1930 	0.1873 	OTUs
D120	Otu6988	0.1924 	0.1924 	OTUs
D120	Otu750	0.1915 	0.1915 	OTUs
D120	Otu628	0.1910 	0.1910 	OTUs
D120	Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae.Desulfovibrio.Desulfovibrio_D168	0.1908 	0.1833 	Species
D120	Otu448	0.1908 	0.1833 	OTUs
D120	Otu7769	0.1888 	0.1888 	OTUs
D120	Otu631	0.1886 	0.1886 	OTUs
D120	Otu26337	0.1875 	0.1875 	OTUs
D120	Otu16072	0.1846 	0.1846 	OTUs
D120	Otu507	0.1833 	0.1695 	OTUs
D120	Otu7377	0.1826 	0.1826 	OTUs
D120	Otu810	0.1804 	0.1804 	OTUs
D120	Otu9027	0.1788 	0.1788 	OTUs
D120	Otu283	0.1788 	0.1788 	OTUs
D120	Otu2040	0.1765 	0.1765 	OTUs
D120	Otu1569	0.1765 	0.1765 	OTUs
D120	Otu15868	0.1753 	0.1753 	OTUs
D120	Otu1178	0.1733 	0.1539 	OTUs
D120	Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Faecalibacterium	0.1729 	0.1538 	Genus
D120	Otu711	0.1721 	0.1721 	OTUs
D120	Bacteria.Verrucomicrobia.Verruco.5.WCHB1.41.RFP12	0.1721 	0.1721 	Family
D120	Otu7076	0.1719 	0.1719 	OTUs
D120	Otu27461	0.1714 	0.1295 	OTUs
D120	Otu629	0.1713 	0.1713 	OTUs
D120	Otu17092	0.1704 	0.1545 	OTUs
D120	Otu7208	0.1696 	0.1696 	OTUs
D120	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae	0.1689 	0.1615 	Family
D120	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides	0.1686 	0.1613 	Genus
D120	Otu664	0.1679 	0.1679 	OTUs
D120	Bacteria.Tenericutes.Mollicutes.Mycoplasmatales	0.1675 	0.1589 	Order
D120	Bacteria.Tenericutes.Mollicutes.Mycoplasmatales.Mycoplasmataceae	0.1675 	0.1589 	Family
D120	Otu7060	0.1666 	0.1535 	OTUs
D120	Bacteria.Verrucomicrobia.Verruco.5	0.1657 	0.1657 	Class
D120	Bacteria.Verrucomicrobia.Verruco.5.WCHB1.41	0.1657 	0.1657 	Order
D120	Otu678	0.1657 	0.1657 	OTUs
D120	Otu7767	0.1647 	0.1647 	OTUs
D120	Otu1185	0.1645 	0.1645 	OTUs
D120	Otu9020	0.1641 	0.1641 	OTUs
D120	Otu359	0.1632 	0.1571 	OTUs
D120	Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Oribacterium	0.1632 	0.1632 	Genus
D120	Otu17057	0.1632 	0.1632 	OTUs
D120	Otu18620	0.1629 	0.1512 	OTUs
D120	Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia	0.1618 	0.1618 	Genus
D120	Otu15827	0.1617 	0.1617 	OTUs
D120	Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae	0.1615 	0.1615 	Family
D120	Otu497	0.1614 	0.1614 	OTUs
D120	Otu7004	0.1613 	0.1613 	OTUs
D120	Otu603	0.1613 	0.1613 	OTUs
D120	Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus.Coprococcus_eutactus	0.1611 	0.1611 	Species
D120	Otu15724	0.1611 	0.1611 	OTUs
D120	Bacteria.Tenericutes.Mollicutes.Mycoplasmatales.Mycoplasmataceae.Mycoplasma	0.1600 	0.1549 	Genus
D120	Otu531	0.1600 	0.1549 	OTUs
D120	Otu754	0.1598 	0.1598 	OTUs
D120	Otu29599	0.1594 	0.1594 	OTUs
D120	Otu7485	0.1588 	0.1574 	OTUs
D120	Otu19674	0.1584 	0.1505 	OTUs
D120	Otu659	0.1579 	0.1579 	OTUs
D120	Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium_perfringens	0.1578 	0.1578 	Species
D120	Otu15740	0.1578 	0.1416 	OTUs
D120	Otu8738	0.1575 	0.1575 	OTUs
D120	Bacteria.Cyanobacteria	0.1575 	0.1445 	Phylum
D120	Otu7007	0.1568 	0.1568 	OTUs
D120	Otu7750	0.1566 	0.1566 	OTUs
D120	Otu1051	0.1559 	0.1559 	OTUs
D120	Otu10274	0.1552 	0.1552 	OTUs
D120	Otu24331	0.1552 	0.1551 	OTUs
D120	Otu29165	0.1547 	0.1547 	OTUs
D120	Otu24187	0.1544 	0.1334 	OTUs
D120	Otu275	0.1532 	0.1503 	OTUs
D120	Otu15771	0.1522 	0.1522 	OTUs
D120	Otu24206	0.1521 	0.1086 	OTUs
D120	Otu156	0.1517 	0.1517 	OTUs
D120	Otu3313	0.1516 	0.1123 	OTUs
D120	Otu1536	0.1513 	0.1513 	OTUs
D120	Otu9142	0.1512 	0.1512 	OTUs
D120	Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales.Campylobacteraceae	0.1505 	0.1507 	Family
D120	Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales.Campylobacteraceae.Campylobacter	0.1504 	0.1504 	Genus
D120	Otu15745	0.1503 	0.1503 	OTUs
D120	Otu7168	0.1503 	0.1503 	OTUs
D120	Otu15669	0.1490 	0.1490 	OTUs
D120	Otu770	0.1489 	0.1485 	OTUs
D120	Bacteria.Firmicutes.Erysipelotrichi	0.1488 	0.1488 	Class
D120	Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales	0.1488 	0.1488 	Order
D120	Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae	0.1488 	0.1488 	Family
D120	Otu7221	0.1488 	0.1478 	OTUs
D120	Otu29728	0.1486 	0.1278 	OTUs
D120	Otu24391	0.1482 	0.1483 	OTUs
D120	Otu8693	0.1482 	0.1482 	OTUs
D120	Otu7005	0.1482 	0.1482 	OTUs
D120	Otu1521	0.1482 	0.1482 	OTUs
D120	Otu17764	0.1480 	0.1375 	OTUs
D120	Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Dialister	0.1462 	0.1462 	Genus
D120	Otu13160	0.1459 	0.1459 	OTUs
D120	Otu29381	0.1452 	0.1452 	OTUs
D120	Otu7010	0.1445 	0.1444 	OTUs
D120	Otu16042	0.1438 	0.1438 	OTUs
D120	Otu19696	0.1430 	0.1329 	OTUs
D120	Otu215	0.1428 	0.1428 	OTUs
D120	Otu8148	0.1426 	0.1426 	OTUs
D120	Otu15914	0.1424 	0.1424 	OTUs
D120	Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia.Blautia_obeum	0.1422 	0.1423 	Species
D120	Otu28559	0.1422 	0.1423 	OTUs
D120	Otu71	0.1416 	0.1416 	OTUs
D120	Otu963	0.1415 	0.1415 	OTUs
D120	Otu16289	0.1409 	0.1404 	OTUs
D120	Otu106	0.1409 	0.1289 	OTUs
D120	Otu826	0.1408 	0.1339 	OTUs
D120	Otu147	0.1406 	0.1406 	OTUs
D120	Otu16043	0.1402 	0.1402 	OTUs
D120	Otu616	0.1399 	0.1399 	OTUs
D120	Otu858	0.1398 	0.1398 	OTUs
D120	Otu169	0.1397 	0.1389 	OTUs
D120	Otu15708	0.1390 	0.1390 	OTUs
D120	Otu16129	0.1389 	0.1389 	OTUs
D120	Bacteria.Proteobacteria.Betaproteobacteria.Tremblayales	0.1389 	0.1389 	Order
D120	Otu7046	0.1388 	0.1388 	OTUs
D120	Otu724	0.1386 	0.1386 	OTUs
D120	Otu1601	0.1386 	0.1386 	OTUs
D120	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.BS11	0.1385 	0.1385 	Family
D120	Otu6896	0.1385 	0.1384 	OTUs
D120	Otu10901	0.1380 	0.1380 	OTUs
D120	Otu15712	0.1380 	0.1377 	OTUs
D120	Otu639	0.1379 	0.1379 	OTUs
D120	Otu3390	0.1378 	0.1378 	OTUs
D120	Otu9370	0.1367 	0.1367 	OTUs
D120	Otu818	0.1365 	0.1365 	OTUs
D120	Otu582	0.1363 	0.1363 	OTUs
D120	Otu832	0.1361 	0.1361 	OTUs
D120	Otu11086	0.1359 	0.1359 	OTUs
D120	Otu7162	0.1354 	0.1354 	OTUs
D120	Otu6883	0.1353 	0.1219 	OTUs
D120	Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Megasphaera	0.1350 	0.1350 	Genus
D120	Otu15095	0.1349 	0.1349 	OTUs
D120	Otu7068	0.1347 	0.1268 	OTUs
D120	Otu3106	0.1342 	0.1342 	OTUs
D120	Otu7751	0.1339 	0.1281 	OTUs
D120	Otu224	0.1339 	0.1206 	OTUs
D120	Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus_alactolyticus	0.1337 	0.1337 	Species
D120	Otu26286	0.1337 	0.1337 	OTUs
D120	Otu8271	0.1337 	0.1337 	OTUs
D120	Otu16079	0.1335 	0.1335 	OTUs
D120	Otu19663	0.1334 	0.1334 	OTUs
D120	Otu1321	0.1332 	0.1309 	OTUs
D120	Otu24257	0.1331 	0.1327 	OTUs
D120	Otu8723	0.1331 	0.1331 	OTUs
D120	Otu18913	0.1329 	0.1324 	OTUs
D120	Otu3389	0.1328 	0.1237 	OTUs
D120	Otu7012	0.1327 	0.1327 	OTUs
D120	Otu24907	0.1326 	0.1271 	OTUs
D120	Otu7909	0.1324 	0.1278 	OTUs
D120	Otu7461	0.1322 	0.1202 	OTUs
D120	Otu1145	0.1314 	0.1283 	OTUs
D120	Otu17411	0.1314 	0.1311 	OTUs
D120	Otu8718	0.1313 	0.1313 	OTUs
D120	Otu571	0.1312 	0.1312 	OTUs
D120	Otu7097	0.1311 	0.1176 	OTUs
D120	Otu9614	0.1306 	0.1306 	OTUs
D120	Otu9115	0.1306 	0.1306 	OTUs
D120	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Prevotellaceae.Prevotella.Prevotella_copri	0.1300 	0.1300 	Species
D120	Otu78	0.1299 	0.1299 	OTUs
D120	Otu6944	0.1298 	0.1298 	OTUs
D120	Otu12015	0.1295 	0.1295 	OTUs
D120	Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus_flavefaciens	0.1292 	0.1292 	Species
D120	Otu111	0.1290 	0.1290 	OTUs
D120	Otu28549	0.1284 	0.1284 	OTUs
D120	Otu7015	0.1283 	0.1225 	OTUs
D120	Otu476	0.1281 	0.1279 	OTUs
D120	Otu7833	0.1281 	0.0962 	OTUs
D120	Otu10291	0.1278 	0.1278 	OTUs
D120	Otu1399	0.1277 	0.1277 	OTUs
D120	Otu29945	0.1275 	0.1275 	OTUs
D120	Otu15695	0.1274 	0.1274 	OTUs
D120	Bacteria.TM7.TM7.3.CW040	0.1273 	0.1273 	Order
D120	Otu7019	0.1264 	0.1264 	OTUs
D120	Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.p.75.a5	0.1263 	0.1263 	Genus
D120	Otu248	0.1260 	0.1260 	OTUs
D120	Otu625	0.1259 	0.1192 	OTUs
D120	Otu7087	0.1257 	0.1257 	OTUs
D120	Otu480	0.1256 	0.1256 	OTUs
D120	Otu7286	0.1255 	0.1046 	OTUs
D120	Otu112	0.1254 	0.1254 	OTUs
D120	Otu15972	0.1248 	0.1248 	OTUs
D120	Otu21689	0.1246 	0.1246 	OTUs
D120	Otu7789	0.1242 	0.1242 	OTUs
D120	Otu21323	0.1240 	0.1194 	OTUs
D120	Otu11580	0.1239 	0.1239 	OTUs
D120	Otu7748	0.1238 	0.1238 	OTUs
