kinship	microbiome	group	group2
0.147684296	0.471065639	F7_CC	CC
0.144192988	0.471178587	F7_CC	CC
0.144192988	0.471178587	F7_CC	CC
0.15021169	0.471575661	F7_CC	CC
0.15021169	0.471575661	F7_CC	CC
0.118552079	0.473393554	F7_CC	CC
0.118552079	0.473393554	F7_CC	CC
0.135088539	0.473534162	F7_CC	CC
0.135088539	0.473534162	F7_CC	CC
0.17103108	0.475077245	F7_CC	CC
0.17103108	0.475077245	F7_CC	CC
0.137664908	0.475356824	F7_CC	CC
0.137664908	0.475356824	F7_CC	CC
0.142542189	0.475710596	F7_CC	CC
0.142542189	0.475710596	F7_CC	CC
0.129266896	0.475776957	F7_CC	CC
0.129266896	0.475776957	F7_CC	CC
0.1636119	0.476190318	F7_CC	CC
0.1636119	0.476190318	F7_CC	CC
0.147865331	0.476550543	F7_CC	CC
0.147865331	0.476550543	F7_CC	CC
0.163701216	0.47665951	F7_CC	CC
0.163701216	0.47665951	F7_CC	CC
0.122469039	0.476928647	F7_CC	CC
0.122469039	0.476928647	F7_CC	CC
0.17523808	0.477467233	F7_CC	CC
0.17523808	0.477467233	F7_CC	CC
0.141623769	0.477650647	F7_CC	CC
0.141623769	0.477650647	F7_CC	CC
0.133670597	0.477989788	F7_CC	CC
0.133670597	0.477989788	F7_CC	CC
0.138456767	0.478734582	F7_CC	CC
0.138456767	0.478734582	F7_CC	CC
0.137256518	0.478742228	F7_CC	CC
0.137256518	0.478742228	F7_CC	CC
0.175565144	0.479347475	F7_CC	CC
0.175565144	0.479347475	F7_CC	CC
0.108694298	0.47964339	F7_CC	CC
0.108694298	0.47964339	F7_CC	CC
0.175986555	0.480774647	F7_CC	CC
0.175986555	0.480774647	F7_CC	CC
0.142386945	0.481126361	F7_CC	CC
0.142386945	0.481126361	F7_CC	CC
0.149807433	0.481761265	F7_CC	CC
0.149807433	0.481761265	F7_CC	CC
0.163496454	0.482312791	F7_CC	CC
0.163496454	0.482312791	F7_CC	CC
0.16748662	0.482325078	F7_CC	CC
0.16748662	0.482325078	F7_CC	CC
0.130942325	0.482838803	F7_CC	CC
0.130942325	0.482838803	F7_CC	CC
0.149413397	0.48363362	F7_CC	CC
0.149413397	0.48363362	F7_CC	CC
0.126177068	0.483878328	F7_CC	CC
0.126177068	0.483878328	F7_CC	CC
0.146080324	0.484102539	F7_CC	CC
0.146080324	0.484102539	F7_CC	CC
0.124041617	0.484150185	F7_CC	CC
0.124041617	0.484150185	F7_CC	CC
0.142232963	0.484526175	F7_CC	CC
0.142232963	0.484526175	F7_CC	CC
0.123824918	0.484862301	F7_CC	CC
0.123824918	0.484862301	F7_CC	CC
0.132748339	0.485073442	F7_CC	CC
0.132748339	0.485073442	F7_CC	CC
0.136428835	0.485318385	F7_CC	CC
0.136428835	0.485318385	F7_CC	CC
0.128407382	0.485481733	F7_CC	CC
0.128407382	0.485481733	F7_CC	CC
0.16454414	0.485855956	F7_CC	CC
0.16454414	0.485855956	F7_CC	CC
0.143696197	0.486086598	F7_CC	CC
0.143696197	0.486086598	F7_CC	CC
0.130655597	0.487171244	F7_CC	CC
0.130655597	0.487171244	F7_CC	CC
0.163906991	0.48724126	F7_CC	CC
0.163906991	0.48724126	F7_CC	CC
0.14023631	0.487490702	F7_CC	CC
0.14023631	0.487490702	F7_CC	CC
0.138236271	0.48818155	F7_CC	CC
0.138236271	0.48818155	F7_CC	CC
0.117477544	0.488661255	F7_CC	CC
0.117477544	0.488661255	F7_CC	CC
0.184534715	0.489201361	F7_CC	CC
0.184534715	0.489201361	F7_CC	CC
0.131810793	0.489245631	F7_CC	CC
0.131810793	0.489245631	F7_CC	CC
0.123892422	0.489388317	F7_CC	CC
0.123892422	0.489388317	F7_CC	CC
0.136535663	0.489450603	F7_CC	CC
0.136535663	0.489450603	F7_CC	CC
0.121903784	0.48954827	F7_CC	CC
0.121903784	0.48954827	F7_CC	CC
0.147327276	0.489746981	F7_CC	CC
0.147327276	0.489746981	F7_CC	CC
0.173003951	0.489961991	F7_CC	CC
0.173003951	0.489961991	F7_CC	CC
0.146038587	0.490911202	F7_CC	CC
0.146038587	0.490911202	F7_CC	CC
0.151715158	0.492657738	F7_CC	CC
0.151715158	0.492657738	F7_CC	CC
0.136086485	0.492665524	F7_CC	CC
0.136086485	0.492665524	F7_CC	CC
0.149125393	0.492889657	F7_CC	CC
0.149125393	0.492889657	F7_CC	CC
0.128248693	0.492929164	F7_CC	CC
0.128248693	0.492929164	F7_CC	CC
0.154721739	0.493080726	F7_CC	CC
0.154721739	0.493080726	F7_CC	CC
0.157200618	0.49322558	F7_CC	CC
0.157200618	0.49322558	F7_CC	CC
0.15457783	0.493305282	F7_CC	CC
0.15457783	0.493305282	F7_CC	CC
0.143361811	0.493318541	F7_CC	CC
0.143361811	0.493318541	F7_CC	CC
0.162205782	0.49388335	F7_CC	CC
0.162205782	0.49388335	F7_CC	CC
0.183040961	0.494258172	F7_CC	CC
0.183040961	0.494258172	F7_CC	CC
0.132875413	0.495403645	F7_CC	CC
0.132875413	0.495403645	F7_CC	CC
0.12636373	0.496738812	F7_CC	CC
0.12636373	0.496738812	F7_CC	CC
0.14906564	0.497170446	F7_CC	CC
0.14906564	0.497170446	F7_CC	CC
0.194842278	0.49752212	F7_CC	CC
0.194842278	0.49752212	F7_CC	CC
0.165150796	0.497759274	F7_CC	CC
0.165150796	0.497759274	F7_CC	CC
0.124542671	0.498057056	F7_CC	CC
0.124542671	0.498057056	F7_CC	CC
0.158636143	0.498648947	F7_CC	CC
0.158636143	0.498648947	F7_CC	CC
0.158017673	0.498769705	F7_CC	CC
0.158017673	0.498769705	F7_CC	CC
0.136505153	0.498822159	F7_CC	CC
0.136505153	0.498822159	F7_CC	CC
0.16236445	0.498851983	F7_CC	CC
0.16236445	0.498851983	F7_CC	CC
0.165933746	0.498859077	F7_CC	CC
0.165933746	0.498859077	F7_CC	CC
0.134747194	0.49966981	F7_CC	CC
0.134747194	0.49966981	F7_CC	CC
0.19163131	0.499914528	F7_CC	CC
0.19163131	0.499914528	F7_CC	CC
0.143071054	0.499920334	F7_CC	CC
0.143071054	0.499920334	F7_CC	CC
0.145799855	0.500379737	F7_CC	CC
0.145799855	0.500379737	F7_CC	CC
0.171020862	0.500575212	F7_CC	CC
0.171020862	0.500575212	F7_CC	CC
0.150707105	0.500802621	F7_CC	CC
0.150707105	0.500802621	F7_CC	CC
0.111807645	0.501249354	F7_CC	CC
0.111807645	0.501249354	F7_CC	CC
0.162049158	0.501749466	F7_CC	CC
0.162049158	0.501749466	F7_CC	CC
0.138028674	0.501854536	F7_CC	CC
0.138028674	0.501854536	F7_CC	CC
0.133307729	0.502668561	F7_CC	CC
0.133307729	0.502668561	F7_CC	CC
0.15167244	0.502893418	F7_CC	CC
0.15167244	0.502893418	F7_CC	CC
0.111636684	0.503269836	F7_CC	CC
0.111636684	0.503269836	F7_CC	CC
0.165877969	0.503287143	F7_CC	CC
0.165877969	0.503287143	F7_CC	CC
0.158270431	0.503329817	F7_CC	CC
0.158270431	0.503329817	F7_CC	CC
0.121147235	0.503430547	F7_CC	CC
0.121147235	0.503430547	F7_CC	CC
0.150165236	0.503589085	F7_CC	CC
0.150165236	0.503589085	F7_CC	CC
0.167256901	0.504014996	F7_CC	CC
0.167256901	0.504014996	F7_CC	CC
0.130521599	0.504359206	F7_CC	CC
0.130521599	0.504359206	F7_CC	CC
0.131172845	0.504393703	F7_CC	CC
0.131172845	0.504393703	F7_CC	CC
0.148740794	0.504611712	F7_CC	CC
0.148740794	0.504611712	F7_CC	CC
0.118902664	0.504892712	F7_CC	CC
0.118902664	0.504892712	F7_CC	CC
0.147264453	0.504976516	F7_CC	CC
0.147264453	0.504976516	F7_CC	CC
0.15989503	0.505339057	F7_CC	CC
0.15989503	0.505339057	F7_CC	CC
0.159102612	0.505552166	F7_CC	CC
0.159102612	0.505552166	F7_CC	CC
0.140014191	0.505857855	F7_CC	CC
0.140014191	0.505857855	F7_CC	CC
0.157583286	0.505925271	F7_CC	CC
0.157583286	0.505925271	F7_CC	CC
0.15255005	0.506108134	F7_CC	CC
0.15255005	0.506108134	F7_CC	CC
0.145571259	0.506538468	F7_CC	CC
0.145571259	0.506538468	F7_CC	CC
0.155606594	0.506672537	F7_CC	CC
0.155606594	0.506672537	F7_CC	CC
0.141478989	0.507017412	F7_CC	CC
0.141478989	0.507017412	F7_CC	CC
0.146839581	0.507022784	F7_CC	CC
0.146839581	0.507022784	F7_CC	CC
0.133391516	0.507324582	F7_CC	CC
0.133391516	0.507324582	F7_CC	CC
0.124097479	0.507649992	F7_CC	CC
0.124097479	0.507649992	F7_CC	CC
0.134411921	0.507716585	F7_CC	CC
0.134411921	0.507716585	F7_CC	CC
0.162141407	0.507826099	F7_CC	CC
0.162141407	0.507826099	F7_CC	CC
0.139228507	0.508115336	F7_CC	CC
0.139228507	0.508115336	F7_CC	CC
0.1619319	0.508184715	F7_CC	CC
0.1619319	0.508184715	F7_CC	CC
0.139976249	0.508563243	F7_CC	CC
0.139976249	0.508563243	F7_CC	CC
0.152586213	0.50866228	F7_CC	CC
0.152586213	0.50866228	F7_CC	CC
0.153484124	0.508736253	F7_CC	CC
0.153484124	0.508736253	F7_CC	CC
0.12488915	0.508852332	F7_CC	CC
0.12488915	0.508852332	F7_CC	CC
0.132520125	0.509160689	F7_CC	CC
0.132520125	0.509160689	F7_CC	CC
0.126135973	0.509491093	F7_CC	CC
0.126135973	0.509491093	F7_CC	CC
0.152662594	0.509724073	F7_CC	CC
0.152662594	0.509724073	F7_CC	CC
0.146124783	0.509799115	F7_CC	CC
0.146124783	0.509799115	F7_CC	CC
0.151358856	0.510257172	F7_CC	CC
0.151358856	0.510257172	F7_CC	CC
0.162603926	0.510567009	F7_CC	CC
0.162603926	0.510567009	F7_CC	CC
0.164082391	0.51104233	F7_CC	CC
0.164082391	0.51104233	F7_CC	CC
0.143279326	0.511048497	F7_CC	CC
0.143279326	0.511048497	F7_CC	CC
0.159880531	0.5112509	F7_CC	CC
0.159880531	0.5112509	F7_CC	CC
0.1446323	0.511405085	F7_CC	CC
0.1446323	0.511405085	F7_CC	CC
0.153060928	0.512101991	F7_CC	CC
0.153060928	0.512101991	F7_CC	CC
0.159138044	0.512498294	F7_CC	CC
0.159138044	0.512498294	F7_CC	CC
0.160304011	0.512566142	F7_CC	CC
0.160304011	0.512566142	F7_CC	CC
0.11658086	0.512733543	F7_CC	CC
0.11658086	0.512733543	F7_CC	CC
0.195409912	0.513039321	F7_CC	CC
0.195409912	0.513039321	F7_CC	CC
0.146633293	0.513439669	F7_CC	CC
0.146633293	0.513439669	F7_CC	CC
0.16994643	0.513708071	F7_CC	CC
0.16994643	0.513708071	F7_CC	CC
0.121152489	0.513990272	F7_CC	CC
0.121152489	0.513990272	F7_CC	CC
0.132135637	0.514518347	F7_CC	CC
0.132135637	0.514518347	F7_CC	CC
0.176791123	0.514531581	F7_CC	CC
0.176791123	0.514531581	F7_CC	CC
0.133743167	0.514957516	F7_CC	CC
0.133743167	0.514957516	F7_CC	CC
0.11667016	0.515408579	F7_CC	CC
0.11667016	0.515408579	F7_CC	CC
0.143201622	0.515634153	F7_CC	CC
0.143201622	0.515634153	F7_CC	CC
0.149876322	0.516884156	F7_CC	CC
0.149876322	0.516884156	F7_CC	CC
0.116323755	0.516988285	F7_CC	CC
0.116323755	0.516988285	F7_CC	CC
0.139551394	0.517232438	F7_CC	CC
0.139551394	0.517232438	F7_CC	CC
0.133044008	0.51766916	F7_CC	CC
0.133044008	0.51766916	F7_CC	CC
0.159960689	0.517686703	F7_CC	CC
0.159960689	0.517686703	F7_CC	CC
0.144469172	0.518005808	F7_CC	CC
0.144469172	0.518005808	F7_CC	CC
0.10831466	0.518287376	F7_CC	CC
0.10831466	0.518287376	F7_CC	CC
0.161989018	0.518598369	F7_CC	CC
0.161989018	0.518598369	F7_CC	CC
0.118261809	0.518650912	F7_CC	CC
0.118261809	0.518650912	F7_CC	CC
0.164034409	0.518706294	F7_CC	CC
0.164034409	0.518706294	F7_CC	CC
0.148382233	0.519370233	F7_CC	CC
0.148382233	0.519370233	F7_CC	CC
0.09367405	0.519682035	F7_CC	CC
0.09367405	0.519682035	F7_CC	CC
0.121859365	0.519907022	F7_CC	CC
0.121859365	0.519907022	F7_CC	CC
0.120679226	0.519940046	F7_CC	CC
0.120679226	0.519940046	F7_CC	CC
0.135755976	0.520796945	F7_CC	CC
0.135755976	0.520796945	F7_CC	CC
0.153193823	0.5210232	F7_CC	CC
0.153193823	0.5210232	F7_CC	CC
0.124209204	0.52112525	F7_CC	CC
0.124209204	0.52112525	F7_CC	CC
0.109435957	0.521186022	F7_CC	CC
0.109435957	0.521186022	F7_CC	CC
0.171861813	0.521382999	F7_CC	CC
0.171861813	0.521382999	F7_CC	CC
0.200597139	0.522070874	F7_CC	CC
0.200597139	0.522070874	F7_CC	CC
0.115980894	0.522221773	F7_CC	CC
0.115980894	0.522221773	F7_CC	CC
0.153012139	0.522721046	F7_CC	CC
0.153012139	0.522721046	F7_CC	CC
0.160059079	0.52295053	F7_CC	CC
0.160059079	0.52295053	F7_CC	CC
0.137530827	0.523156752	F7_CC	CC
0.137530827	0.523156752	F7_CC	CC
0.151371784	0.523555839	F7_CC	CC
0.151371784	0.523555839	F7_CC	CC
0.154844648	0.52392831	F7_CC	CC
0.154844648	0.52392831	F7_CC	CC
0.110564698	0.524020631	F7_CC	CC
0.110564698	0.524020631	F7_CC	CC
0.126833891	0.524325764	F7_CC	CC
0.126833891	0.524325764	F7_CC	CC
0.138268879	0.524539187	F7_CC	CC
0.138268879	0.524539187	F7_CC	CC
0.193352992	0.525426327	F7_CC	CC
0.193352992	0.525426327	F7_CC	CC
0.13966776	0.525526982	F7_CC	CC
0.13966776	0.525526982	F7_CC	CC
0.137875658	0.525823192	F7_CC	CC
0.137875658	0.525823192	F7_CC	CC
0.143675158	0.525828511	F7_CC	CC
0.143675158	0.525828511	F7_CC	CC
0.16337501	0.526256637	F7_CC	CC
0.16337501	0.526256637	F7_CC	CC
0.159004699	0.526341921	F7_CC	CC
0.159004699	0.526341921	F7_CC	CC
0.145074134	0.5264802	F7_CC	CC
0.145074134	0.5264802	F7_CC	CC
0.17119313	0.526913491	F7_CC	CC
0.17119313	0.526913491	F7_CC	CC
0.094937379	0.527499853	F7_CC	CC
0.094937379	0.527499853	F7_CC	CC
0.108391365	0.528038893	F7_CC	CC
0.108391365	0.528038893	F7_CC	CC
0.155001043	0.528159867	F7_CC	CC
0.155001043	0.528159867	F7_CC	CC
0.161776234	0.528388089	F7_CC	CC
0.161776234	0.528388089	F7_CC	CC
0.150229025	0.528523418	F7_CC	CC
0.150229025	0.528523418	F7_CC	CC
0.177850695	0.52885666	F7_CC	CC
0.177850695	0.52885666	F7_CC	CC
0.129969864	0.529130984	F7_CC	CC
0.129969864	0.529130984	F7_CC	CC
0.129595431	0.529475298	F7_CC	CC
0.129595431	0.529475298	F7_CC	CC
0.165439101	0.529520539	F7_CC	CC
0.165439101	0.529520539	F7_CC	CC
0.152374834	0.529695121	F7_CC	CC
0.152374834	0.529695121	F7_CC	CC
0.137892037	0.529758747	F7_CC	CC
0.137892037	0.529758747	F7_CC	CC
0.128850773	0.52992551	F7_CC	CC
0.128850773	0.52992551	F7_CC	CC
0.125010911	0.530015317	F7_CC	CC
0.125010911	0.530015317	F7_CC	CC
0.14108474	0.53061198	F7_CC	CC
0.14108474	0.53061198	F7_CC	CC
0.13992067	0.530886706	F7_CC	CC
0.13992067	0.530886706	F7_CC	CC
0.164560955	0.530950084	F7_CC	CC
0.164560955	0.530950084	F7_CC	CC
0.110736114	0.53102403	F7_CC	CC
0.110736114	0.53102403	F7_CC	CC
0.103342101	0.531096294	F7_CC	CC
0.103342101	0.531096294	F7_CC	CC
0.141716508	0.531149362	F7_CC	CC
0.141716508	0.531149362	F7_CC	CC
0.110130297	0.531819865	F7_CC	CC
0.110130297	0.531819865	F7_CC	CC
0.179060858	0.532321463	F7_CC	CC
0.179060858	0.532321463	F7_CC	CC
0.125369739	0.532589422	F7_CC	CC
0.125369739	0.532589422	F7_CC	CC
0.133525625	0.532881525	F7_CC	CC
0.133525625	0.532881525	F7_CC	CC
0.166089275	0.532955958	F7_CC	CC
0.166089275	0.532955958	F7_CC	CC
0.157319505	0.533123971	F7_CC	CC
0.157319505	0.533123971	F7_CC	CC
0.116844487	0.533675516	F7_CC	CC
0.116844487	0.533675516	F7_CC	CC
0.169127349	0.534105116	F7_CC	CC
0.169127349	0.534105116	F7_CC	CC
0.157908974	0.534282818	F7_CC	CC
0.157908974	0.534282818	F7_CC	CC
0.1688546	0.534329613	F7_CC	CC
0.1688546	0.534329613	F7_CC	CC
0.139711718	0.534543917	F7_CC	CC
0.139711718	0.534543917	F7_CC	CC
0.116421271	0.535079746	F7_CC	CC
0.116421271	0.535079746	F7_CC	CC
0.153309636	0.535174035	F7_CC	CC
0.153309636	0.535174035	F7_CC	CC
0.127303661	0.535284787	F7_CC	CC
0.127303661	0.535284787	F7_CC	CC
0.160624058	0.535416335	F7_CC	CC
0.160624058	0.535416335	F7_CC	CC
0.13724304	0.535690603	F7_CC	CC
0.13724304	0.535690603	F7_CC	CC
0.152944389	0.536101936	F7_CC	CC
0.152944389	0.536101936	F7_CC	CC
0.155631557	0.536146941	F7_CC	CC
0.155631557	0.536146941	F7_CC	CC
0.13756841	0.536180304	F7_CC	CC
0.13756841	0.536180304	F7_CC	CC
0.13340116	0.536272247	F7_CC	CC
0.13340116	0.536272247	F7_CC	CC
0.154354681	0.536844543	F7_CC	CC
0.154354681	0.536844543	F7_CC	CC
0.180671783	0.536963413	F7_CC	CC
0.180671783	0.536963413	F7_CC	CC
0.148464974	0.537063425	F7_CC	CC
0.148464974	0.537063425	F7_CC	CC
0.133059599	0.537065208	F7_CC	CC
0.133059599	0.537065208	F7_CC	CC
0.163071811	0.537728704	F7_CC	CC
0.163071811	0.537728704	F7_CC	CC
0.122068458	0.537784872	F7_CC	CC
0.122068458	0.537784872	F7_CC	CC
0.146562706	0.537930951	F7_CC	CC
0.146562706	0.537930951	F7_CC	CC
0.125699485	0.538103528	F7_CC	CC
0.125699485	0.538103528	F7_CC	CC
0.153171086	0.538214421	F7_CC	CC
0.153171086	0.538214421	F7_CC	CC
0.138700701	0.538218624	F7_CC	CC
0.138700701	0.538218624	F7_CC	CC
0.145036356	0.538436713	F7_CC	CC
0.145036356	0.538436713	F7_CC	CC
0.135819099	0.538459122	F7_CC	CC
0.135819099	0.538459122	F7_CC	CC
0.147219825	0.538504104	F7_CC	CC
0.147219825	0.538504104	F7_CC	CC
0.164759817	0.538983162	F7_CC	CC
0.164759817	0.538983162	F7_CC	CC
0.151168819	0.538996922	F7_CC	CC
0.151168819	0.538996922	F7_CC	CC
0.117391597	0.539200746	F7_CC	CC
0.117391597	0.539200746	F7_CC	CC
0.131809083	0.540169656	F7_CC	CC
0.131809083	0.540169656	F7_CC	CC
0.149713417	0.540194197	F7_CC	CC
0.149713417	0.540194197	F7_CC	CC
0.17120736	0.540201657	F7_CC	CC
0.17120736	0.540201657	F7_CC	CC
0.155764974	0.540235558	F7_CC	CC
0.155764974	0.540235558	F7_CC	CC
0.145347157	0.540265477	F7_CC	CC
0.145347157	0.540265477	F7_CC	CC
0.134526205	0.540454456	F7_CC	CC
0.134526205	0.540454456	F7_CC	CC
0.132172076	0.54105618	F7_CC	CC
0.132172076	0.54105618	F7_CC	CC
0.157139712	0.541362357	F7_CC	CC
0.157139712	0.541362357	F7_CC	CC
0.120299093	0.541780964	F7_CC	CC
0.120299093	0.541780964	F7_CC	CC
0.110821046	0.54236532	F7_CC	CC
0.110821046	0.54236532	F7_CC	CC
0.140715667	0.54283049	F7_CC	CC
0.140715667	0.54283049	F7_CC	CC
0.128073271	0.542964061	F7_CC	CC
0.128073271	0.542964061	F7_CC	CC
0.170019829	0.543110321	F7_CC	CC
0.170019829	0.543110321	F7_CC	CC
0.13581006	0.543111719	F7_CC	CC
0.13581006	0.543111719	F7_CC	CC
0.16057427	0.54311447	F7_CC	CC
0.16057427	0.54311447	F7_CC	CC
0.167548173	0.543128123	F7_CC	CC
0.167548173	0.543128123	F7_CC	CC
0.133645508	0.543506718	F7_CC	CC
0.133645508	0.543506718	F7_CC	CC
0.146258317	0.543706675	F7_CC	CC
0.146258317	0.543706675	F7_CC	CC
0.126434675	0.544039895	F7_CC	CC
0.126434675	0.544039895	F7_CC	CC
0.150228715	0.544120102	F7_CC	CC
0.150228715	0.544120102	F7_CC	CC
0.160377416	0.544404687	F7_CC	CC
0.160377416	0.544404687	F7_CC	CC
0.171230189	0.544919666	F7_CC	CC
0.171230189	0.544919666	F7_CC	CC
0.107939247	0.545105978	F7_CC	CC
0.107939247	0.545105978	F7_CC	CC
0.14028014	0.545323059	F7_CC	CC
0.14028014	0.545323059	F7_CC	CC
0.140339425	0.545387278	F7_CC	CC
0.140339425	0.545387278	F7_CC	CC
0.153878291	0.545482894	F7_CC	CC
0.153878291	0.545482894	F7_CC	CC
0.146524931	0.54578657	F7_CC	CC
0.146524931	0.54578657	F7_CC	CC
0.161385504	0.545988526	F7_CC	CC
0.161385504	0.545988526	F7_CC	CC
0.140836014	0.546210116	F7_CC	CC
0.140836014	0.546210116	F7_CC	CC
0.105862151	0.546642688	F7_CC	CC
0.105862151	0.546642688	F7_CC	CC
0.166624907	0.546755311	F7_CC	CC
0.166624907	0.546755311	F7_CC	CC
0.15913551	0.546829651	F7_CC	CC
0.15913551	0.546829651	F7_CC	CC
0.138255322	0.54705397	F7_CC	CC
0.138255322	0.54705397	F7_CC	CC
0.154357633	0.547086011	F7_CC	CC
0.154357633	0.547086011	F7_CC	CC
0.132049667	0.547098652	F7_CC	CC
0.132049667	0.547098652	F7_CC	CC
0.159963217	0.547383234	F7_CC	CC
0.159963217	0.547383234	F7_CC	CC
0.134853344	0.547796623	F7_CC	CC
0.134853344	0.547796623	F7_CC	CC
0.147376692	0.54802948	F7_CC	CC
0.147376692	0.54802948	F7_CC	CC
0.117288232	0.548142444	F7_CC	CC
0.117288232	0.548142444	F7_CC	CC
0.122991295	0.548529158	F7_CC	CC
0.122991295	0.548529158	F7_CC	CC
0.14205012	0.548609804	F7_CC	CC
0.14205012	0.548609804	F7_CC	CC
0.124438894	0.548627728	F7_CC	CC
0.124438894	0.548627728	F7_CC	CC
0.14310322	0.548895471	F7_CC	CC
0.14310322	0.548895471	F7_CC	CC
0.127477752	0.549255249	F7_CC	CC
0.127477752	0.549255249	F7_CC	CC
0.158839578	0.549299694	F7_CC	CC
0.158839578	0.549299694	F7_CC	CC
0.158731333	0.549357172	F7_CC	CC
0.158731333	0.549357172	F7_CC	CC
0.123578869	0.549757254	F7_CC	CC
0.123578869	0.549757254	F7_CC	CC
0.150807671	0.550161603	F7_CC	CC
0.150807671	0.550161603	F7_CC	CC
0.154126587	0.550429753	F7_CC	CC
0.154126587	0.550429753	F7_CC	CC
0.187174017	0.550643216	F7_CC	CC
0.187174017	0.550643216	F7_CC	CC
0.181162735	0.551160932	F7_CC	CC
0.181162735	0.551160932	F7_CC	CC
0.138154259	0.55121539	F7_CC	CC
0.138154259	0.55121539	F7_CC	CC
0.172035294	0.551482738	F7_CC	CC
0.172035294	0.551482738	F7_CC	CC
0.167691335	0.551563774	F7_CC	CC
0.167691335	0.551563774	F7_CC	CC
0.154498534	0.551645068	F7_CC	CC
0.154498534	0.551645068	F7_CC	CC
0.150221606	0.552415878	F7_CC	CC
0.150221606	0.552415878	F7_CC	CC
0.150765733	0.552953662	F7_CC	CC
0.150765733	0.552953662	F7_CC	CC
0.188325997	0.553374469	F7_CC	CC
0.188325997	0.553374469	F7_CC	CC
0.107579597	0.553608962	F7_CC	CC
0.107579597	0.553608962	F7_CC	CC
0.138004178	0.55424063	F7_CC	CC
0.138004178	0.55424063	F7_CC	CC
0.137681513	0.554267121	F7_CC	CC
0.137681513	0.554267121	F7_CC	CC
0.118507943	0.554554375	F7_CC	CC
0.118507943	0.554554375	F7_CC	CC
0.127284258	0.554794808	F7_CC	CC
0.127284258	0.554794808	F7_CC	CC
0.122382731	0.554893424	F7_CC	CC
0.122382731	0.554893424	F7_CC	CC
0.16288322	0.555143785	F7_CC	CC
0.16288322	0.555143785	F7_CC	CC
0.132781482	0.555258916	F7_CC	CC
0.132781482	0.555258916	F7_CC	CC
0.143353448	0.555424329	F7_CC	CC
0.143353448	0.555424329	F7_CC	CC
0.119281545	0.555634171	F7_CC	CC
0.119281545	0.555634171	F7_CC	CC
0.140926528	0.555863822	F7_CC	CC
0.140926528	0.555863822	F7_CC	CC
0.14330077	0.555948249	F7_CC	CC
0.14330077	0.555948249	F7_CC	CC
0.143152015	0.555966051	F7_CC	CC
0.143152015	0.555966051	F7_CC	CC
0.128277331	0.5560973	F7_CC	CC
0.128277331	0.5560973	F7_CC	CC
0.159261208	0.556291597	F7_CC	CC
0.159261208	0.556291597	F7_CC	CC
0.122563184	0.556577343	F7_CC	CC
0.122563184	0.556577343	F7_CC	CC
0.141283242	0.556636938	F7_CC	CC
0.141283242	0.556636938	F7_CC	CC
0.174491631	0.556727803	F7_CC	CC
0.174491631	0.556727803	F7_CC	CC
0.126632472	0.556788562	F7_CC	CC
0.126632472	0.556788562	F7_CC	CC
0.124358208	0.557212451	F7_CC	CC
0.124358208	0.557212451	F7_CC	CC
0.12765626	0.557312996	F7_CC	CC
0.12765626	0.557312996	F7_CC	CC
0.147783216	0.557469433	F7_CC	CC
0.147783216	0.557469433	F7_CC	CC
0.142283211	0.557594274	F7_CC	CC
0.142283211	0.557594274	F7_CC	CC
0.139292783	0.557949796	F7_CC	CC
0.139292783	0.557949796	F7_CC	CC
0.135898878	0.55903001	F7_CC	CC
0.135898878	0.55903001	F7_CC	CC
0.12382377	0.559176948	F7_CC	CC
0.12382377	0.559176948	F7_CC	CC
0.130872829	0.55943638	F7_CC	CC
0.130872829	0.55943638	F7_CC	CC
0.139620533	0.55949478	F7_CC	CC
0.139620533	0.55949478	F7_CC	CC
0.1167247	0.559782346	F7_CC	CC
0.1167247	0.559782346	F7_CC	CC
0.121661906	0.56004935	F7_CC	CC
0.121661906	0.56004935	F7_CC	CC
0.154389942	0.56035313	F7_CC	CC
0.154389942	0.56035313	F7_CC	CC
0.167913401	0.560383195	F7_CC	CC
0.167913401	0.560383195	F7_CC	CC
0.155073789	0.560518246	F7_CC	CC
0.155073789	0.560518246	F7_CC	CC
0.177649378	0.560854746	F7_CC	CC
0.177649378	0.560854746	F7_CC	CC
0.139093425	0.561250961	F7_CC	CC
0.139093425	0.561250961	F7_CC	CC
0.185594964	0.561330491	F7_CC	CC
0.185594964	0.561330491	F7_CC	CC
0.167938567	0.562332144	F7_CC	CC
0.167938567	0.562332144	F7_CC	CC
0.165955886	0.562354627	F7_CC	CC
0.165955886	0.562354627	F7_CC	CC
0.14134425	0.562571196	F7_CC	CC
0.14134425	0.562571196	F7_CC	CC
0.108773692	0.562589667	F7_CC	CC
0.108773692	0.562589667	F7_CC	CC
0.145824018	0.563093053	F7_CC	CC
0.145824018	0.563093053	F7_CC	CC
0.146082837	0.563348828	F7_CC	CC
0.146082837	0.563348828	F7_CC	CC
0.146801692	0.563743685	F7_CC	CC
0.146801692	0.563743685	F7_CC	CC
0.107437451	0.564004329	F7_CC	CC
0.107437451	0.564004329	F7_CC	CC
0.163426974	0.564063055	F7_CC	CC
0.163426974	0.564063055	F7_CC	CC
0.138884129	0.564601283	F7_CC	CC
0.138884129	0.564601283	F7_CC	CC
0.143634446	0.564998405	F7_CC	CC
0.143634446	0.564998405	F7_CC	CC
0.148439751	0.565092845	F7_CC	CC
0.148439751	0.565092845	F7_CC	CC
0.129542499	0.565165058	F7_CC	CC
